PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
47292,0,0,49.092498779296875,11491.545,6837.593000000001,0,0,0,0
47293,0,0,49.046875,11496.423999999999,6836.223000000001,0,0,0,0
47294,0,0,49.13624954223633,11495.846000000001,6836.865,0,0,0,0
47295,0,0,49.06812286376953,11496.167,6835.281999999999,0,0,0,0
47296,0,0,49.06812286376953,11496.423999999999,6835.731,0,0,0,0
47297,0,0,49.09000015258789,11494.733999999999,6835.389,0,0,0,0
47298,0,0,49.096248626708984,11495.396999999999,6835.175,0,0,0,0
47299,0,0,48.893123626708984,11514.313,6831.986,0,0,0,0
47300,0,0,48.87624740600586,11513.329,6833.656,0,0,0,0
47301,0,0,48.807498931884766,11512.986,6834.897,0,0,0,0
47302,0,0,48.758750915527344,11539.803,6811.621999999999,0,0,0,0
47303,0,0,48.81812286376953,11531.988000000001,6817.693,0,0,0,0
47304,0,0,48.830623626708984,11524.926000000001,6822.999,0,0,0,0
47305,0,0,48.873748779296875,11520.39,6826.894,0,0,0,0
47306,0,0,48.939998626708984,11516.495,6830.061,0,0,0,0
47307,0,0,50.39125061035156,10775.468,7295.684,0,0,0,0
47308,0,0,50.31374740600586,10772.344,7299.515,0,0,0,0
47309,0,0,50.303749084472656,10768.471000000001,7302.553000000001,0,0,0,0
47310,0,0,50.13812255859375,10749.598,7312.139,0,0,0,0
47311,0,0,50.303749084472656,10771.98,7314.097,0,0,0,0
47312,0,0,50.27499771118164,10727.087,7323.2880000000005,0,0,0,0
47313,0,0,50.15937423706055,10756.231000000002,7321.3730000000005,0,0,0,0
47314,0,0,50.10499954223633,10754.391000000001,7323.427,0,0,0,0
47315,0,0,50.139373779296875,10755.29,7322.015,0,0,0,0
47316,0,0,50.119998931884766,10754.133999999998,7324.326,0,0,0,0
47317,0,0,50.283748626708984,10720.732,7326.69,0,0,0,0
47318,0,0,50.25,10712.943000000001,7330.1990000000005,0,0,0,0
47319,0,0,50.178749084472656,10742.622,7329.975,0,0,0,0
47320,0,0,50.24937438964844,10741.038,7329.460999999999,0,0,0,0
47321,0,0,50.24937438964844,10741.893999999998,7329.504,0,0,0,0
47322,0,0,50.2756233215332,10728.927,7334.64,0,0,0,0
47323,0,0,50.11062240600586,10743.348999999998,7332.071999999999,0,0,0,0
47324,0,0,50.26687240600586,10735.046999999999,7331.986,0,0,0,0
47325,0,0,50.296875,10724.348,7336.694,0,0,0,0
47326,0,0,50.272499084472656,10721.652,7337.892,0,0,0,0
47327,0,0,50.40625,10717.843,7339.09,0,0,0,0
47328,0,0,50.25312423706055,10711.951000000001,7340.758000000001,0,0,0,0
47329,0,0,50.46062469482422,10689.533000000001,7339.956999999999,0,0,0,0
47330,0,0,50.00937271118164,10630.1,7341.754,0,0,0,0
47331,0,0,50.28562545776367,10631.511999999999,7359.579000000001,0,0,0,0
47332,0,0,50.39437484741211,10642.062,7359.269,0,0,0,0
47333,0,0,50.49374771118164,10644.544,7358.937,0,0,0,0
47334,0,0,50.32749938964844,10639.761,7358.434,0,0,0,0
47335,0,0,50.43000030517578,10646.748,7358.113,0,0,0,0
47336,0,0,50.23374938964844,10637.803,7356.658,0,0,0,0
47337,0,0,50.10187530517578,10636.231000000002,7353.9619999999995,0,0,0,0
47338,0,0,50.146873474121094,10629.972,7355.727,0,0,0,0
47339,0,0,50.01749801635742,10624.322,7344.943,0,0,0,0
47340,0,0,50.56749725341797,10612.168,7373.06,0,0,0,0
47341,0,0,50.623748779296875,10617.688999999998,7370.749,0,0,0,0
47342,0,0,50.51374816894531,10625.007,7367.496,0,0,0,0
47343,0,0,50.53499984741211,10628.773000000001,7365.826999999999,0,0,0,0
47344,0,0,50.518123626708984,10629.972,7364.629,0,0,0,0
47345,0,0,50.36000061035156,10631.598,7361.3769999999995,0,0,0,0
47346,0,0,50.38624954223633,10631.17,7363.088000000001,0,0,0,0
47347,0,0,50.72062301635742,10578.873,7387.653,0,0,0,0
47348,0,0,50.62062454223633,10582.083,7386.113,0,0,0,0
47349,0,0,50.71937561035156,10601.041000000001,7377.896,0,0,0,0
47350,0,0,50.62062454223633,10553.517,7398.624,0,0,0,0
47351,0,0,50.64999771118164,10554.94,7397.979,0,0,0,0
47352,0,0,50.616249084472656,10556.203000000001,7397.406999999999,0,0,0,0
47353,0,0,50.756248474121094,10561.669,7394.929,0,0,0,0
47354,0,0,50.75874710083008,10548.83,7400.749,0,0,0,0
47355,0,0,50.801876068115234,10539.888,7404.411,0,0,0,0
47356,0,0,50.97187423706055,10482.282,7429.594,0,0,0,0
47357,0,0,50.90999984741211,10496.747,7423.26,0,0,0,0
47358,0,0,50.787498474121094,10515.838,7415.014,0,0,0,0
47359,0,0,51.0412483215332,10414.235999999999,7467.725,0,0,0,0
47360,0,0,51.26937484741211,10396.176,7466.9980000000005,0,0,0,0
47361,0,0,51.019996643066406,10441.197,7447.397,0,0,0,0
47362,0,0,51.05125045776367,10391.383,7482.276,0,0,0,0
47363,0,0,51.05125045776367,10391.254,7482.960999999999,0,0,0,0
47364,0,0,51.189998626708984,10381.539,7483.517,0,0,0,0
47365,0,0,51.25187301635742,10378.544,7483.731,0,0,0,0
47366,0,0,51.10749816894531,10383.337,7484.201999999999,0,0,0,0
47367,0,0,51.04874801635742,10384.492,7484.844,0,0,0,0
47368,0,0,50.97812271118164,10385.605,7487.326,0,0,0,0
47369,0,0,51.323123931884766,10371.996,7486.340999999999,0,0,0,0
47370,0,0,51.446250915527344,10352.609,7485.314,0,0,0,0
47371,0,0,51.93124771118164,10285.89,7495.596,0,0,0,0
47372,0,0,51.957496643066406,10287.944,7499.361999999999,0,0,0,0
47373,0,0,51.951873779296875,10277.716,7499.619000000001,0,0,0,0
47374,0,0,51.86249923706055,10290.511999999999,7502.829000000001,0,0,0,0
47375,0,0,51.4375,10345.805,7497.169,0,0,0,0
47376,0,0,51.43124771118164,10338.144,7500.892,0,0,0,0
47377,0,0,51.453125,10332.666,7503.931,0,0,0,0
47378,0,0,50.71500015258789,10389.756,7496.955,0,0,0,0
47379,0,0,50.756248474121094,10396.09,7494.0019999999995,0,0,0,0
47380,0,0,50.97812271118164,10391.853000000001,7484.244000000001,0,0,0,0
47381,0,0,51.13062286376953,10392.795,7478.724,0,0,0,0
47382,0,0,51.125,10396.046999999999,7475.257,0,0,0,0
47383,0,0,51.484375,10326.461,7506.840999999999,0,0,0,0
47384,0,0,51.808746337890625,10303.993,7505.866999999999,0,0,0,0
47385,0,0,51.81999969482422,10297.103000000001,7506.766,0,0,0,0
47386,0,0,51.80999755859375,10299.371,7507.023,0,0,0,0
47387,0,0,51.908748626708984,10280.07,7506.68,0,0,0,0
47388,0,0,51.83374786376953,10294.535,7505.91,0,0,0,0
47389,0,0,51.82499694824219,10292.309000000001,7504.541,0,0,0,0
47390,0,0,51.95249938964844,10279.556,7504.326999999999,0,0,0,0
47391,0,0,51.95062255859375,10280.027,7508.606,0,0,0,0
47392,0,0,51.93437576293945,10279.599,7510.618,0,0,0,0
47393,0,0,51.96125030517578,10278.7,7512.672,0,0,0,0
47394,0,0,51.98062515258789,10277.117,7514.384,0,0,0,0
47395,0,0,51.588748931884766,10311.739,7514.501,0,0,0,0
47396,0,0,51.58187484741211,10306.689,7516.984,0,0,0,0
47397,0,0,51.631248474121094,10305.148000000001,7517.797,0,0,0,0
47398,0,0,51.68437194824219,10303.608,7519.0380000000005,0,0,0,0
47399,0,0,52.04374694824219,10273.179,7517.936,0,0,0,0
47400,0,0,51.959373474121094,10271.04,7519.434,0,0,0,0
47401,0,0,52.00937271118164,10268.6,7520.889,0,0,0,0
47402,0,0,51.97687530517578,10266.546,7521.83,0,0,0,0
47403,0,0,51.635623931884766,10299.97,7526.142,0,0,0,0
47404,0,0,51.635623931884766,10299.974,7526.444,0,0,0,0
47405,0,0,51.66187286376953,10300.612,7523.745,0,0,0,0
47406,0,0,51.631248474121094,10301.596,7521.648,0,0,0,0
47407,0,0,51.60124969482422,10299.996,7528.076,0,0,0,0
47408,0,0,51.625,10300.013,7529.309,0,0,0,0
47409,0,0,51.625,10300.083,7529.765,0,0,0,0
47410,0,0,51.631248474121094,10300.355,7531.534000000001,0,0,0,0
47411,0,0,51.72437286376953,10288.629,7530.678000000001,0,0,0,0
47412,0,0,51.72437286376953,10288.85,7530.884,0,0,0,0
47413,0,0,51.75312423706055,10284.563,7528.71,0,0,0,0
47414,0,0,51.790000915527344,10280.84,7528.539000000001,0,0,0,0
47415,0,0,51.78687286376953,10286.96,7529.651,0,0,0,0
47416,0,0,51.83937454223633,10277.587,7529.095,0,0,0,0
47417,0,0,51.82374954223633,10269.114,7532.818,0,0,0,0
47418,0,0,51.64999771118164,10290.154,7532.096,0,0,0,0
47419,0,0,51.662498474121094,10291.399,7533.254,0,0,0,0
47420,0,0,51.662498474121094,10291.667,7533.503000000001,0,0,0,0
47421,0,0,51.87812423706055,10264.278,7535.343000000001,0,0,0,0
47422,0,0,51.82062530517578,10243.222,7532.101,0,0,0,0
47423,0,0,51.95624923706055,10236.803,7534.883000000001,0,0,0,0
47424,0,0,51.866249084472656,10249.47,7529.448,0,0,0,0
47425,0,0,51.881248474121094,10258.843,7525.34,0,0,0,0
47426,0,0,50.21125030517578,10150.975,7587.201,0,0,0,0
47427,0,0,50.186248779296875,10147.765,7589.340999999999,0,0,0,0
47428,0,0,50.19562530517578,10143.32,7581.661999999999,0,0,0,0
47429,0,0,50.24187469482422,10159.363000000001,7581.745,0,0,0,0
47430,0,0,50.32062530517578,10163.343,7579.049,0,0,0,0
47431,0,0,50.31062316894531,10147.851,7578.664000000001,0,0,0,0
47432,0,0,50.420623779296875,10168.072,7576.715999999999,0,0,0,0
47433,0,0,50.53687286376953,10173.271999999999,7573.6990000000005,0,0,0,0
47434,0,0,50.285621643066406,10157.052,7572.565,0,0,0,0
47435,0,0,50.321250915527344,10155.126,7573.849,0,0,0,0
47436,0,0,50.30937576293945,10157.63,7570.811,0,0,0,0
47437,0,0,50.28999710083008,10157.523000000001,7571.773,0,0,0,0
47438,0,0,50.430625915527344,10156.196,7567.943,0,0,0,0
47439,0,0,50.338748931884766,10157.202,7569.611999999999,0,0,0,0
47440,0,0,50.682498931884766,10180.847,7569.602,0,0,0,0
47441,0,0,50.66062545776367,10178.043,7571.153,0,0,0,0
47442,0,0,51.256248474121094,10199.827,7561.149,0,0,0,0
47443,0,0,51.26374816894531,10200.738000000001,7560.813,0,0,0,0
47444,0,0,51.72249984741211,10223.110999999999,7554.919,0,0,0,0
47445,0,0,51.47812271118164,10209.927,7557.726,0,0,0,0
47446,0,0,51.65187454223633,10216.26,7556.228,0,0,0,0
47447,0,0,51.373748779296875,10205.860999999999,7558.924,0,0,0,0
47448,0,0,51.17312240600586,10193.322,7559.769,0,0,0,0
47449,0,0,51.18062210083008,10192.68,7559.7480000000005,0,0,0,0
47450,0,0,51.18062210083008,10192.444,7559.512,0,0,0,0
47451,0,0,51.18062210083008,10192.315999999999,7559.02,0,0,0,0
47452,0,0,51.329376220703125,10197.623,7557.972,0,0,0,0
47453,0,0,51.20062255859375,10192.509,7558.206999999999,0,0,0,0
47454,0,0,51.20062255859375,10192.337,7558.528,0,0,0,0
47455,0,0,51.0256233215332,10181.895,7557.694,0,0,0,0
47456,0,0,51.14937210083008,10192.808,7557.865,0,0,0,0
47457,0,0,51.329376220703125,10197.944,7557.501,0,0,0,0
47458,0,0,51.28687286376953,10197.879,7556.816,0,0,0,0
47459,0,0,51.28687286376953,10197.751,7556.581,0,0,0,0
47460,0,0,51.287498474121094,10196.424,7556.3240000000005,0,0,0,0
47461,0,0,51.28687286376953,10197.109,7556.196,0,0,0,0
47462,0,0,51.28687286376953,10197.537,7556.303000000001,0,0,0,0
47463,0,0,51.09499740600586,10186.089,7555.896,0,0,0,0
47464,0,0,51.13249969482422,10194.254,7552.153,0,0,0,0
47465,0,0,51.14812469482422,10192.958,7552.855,0,0,0,0
47466,0,0,51.09437561035156,10191.416,7553.563,0,0,0,0
47467,0,0,51.071250915527344,10157.652,7554.130999999999,0,0,0,0
47468,0,0,50.880001068115234,10151.466999999999,7559.705,0,0,0,0
47469,0,0,50.65250015258789,10162.337,7563.043000000001,0,0,0,0
47470,0,0,50.79624938964844,10174.106,7561.802,0,0,0,0
47471,0,0,51.223121643066406,10198.523000000001,7561.726,0,0,0,0
47472,0,0,51.19562530517578,10197.233,7562.295999999999,0,0,0,0
47473,0,0,51.13249969482422,10195.572,7563.03,0,0,0,0
47474,0,0,51.10312271118164,10194.648000000001,7563.439,0,0,0,0
47475,0,0,50.614376068115234,10169.527,7564.326999999999,0,0,0,0
47476,0,0,51.01374816894531,10191.738000000001,7564.808000000001,0,0,0,0
47477,0,0,50.555625915527344,10167.173,7565.482,0,0,0,0
47478,0,0,50.54374694824219,10166.317,7565.611,0,0,0,0
