DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
8151,0.741,8457,0,0,0,0,0,1.20,1.20
8152,0.741,9533,0,0,0,0,0,1.20,1.20
8153,0.741,44115,0,0,0,0,0,1.20,1.20
8154,0.741,8390,0,0,0,0,0,1.20,1.20
8155,0.659,44056,0,0,0,0,0,1.20,1.20
8156,0.659,11755,0,0,0,0,0,1.20,1.20
8157,1.174,12605,0,0,0,0,0,1.20,1.20
8158,0.854,2426,0,0,0,0,0,1.20,1.20
8159,0.854,6492,0,0,0,0,0,1.20,1.20
8160,0.779,33787,0,0,0,0,0,1.20,1.20
8161,0.779,44721,0,0,0,0,0,1.20,1.20
8162,0.718,24216,0,0,0,0,0,1.20,1.20
8163,0.718,35538,0,0,0,0,0,1.20,1.20
8164,0.923,7525,0,0,0,0,0,1.20,1.20
8165,0.923,3038,0,0,0,0,0,1.20,1.20
8166,0.914,45262,0,0,0,0,0,1.20,1.20
8167,1.177,29822,0,0,0,0,0,1.20,1.20
8168,1.181,23041,0,0,0,0,0,1.20,1.20
8169,1.181,13284,0,0,0,0,0,1.20,1.20
8170,1.181,45728,0,0,0,0,0,1.20,1.20
8171,1.181,15977,0,0,0,0,0,1.20,1.20
8172,1.181,9648,0,0,0,0,0,1.20,1.20
8173,1.199,31760,0,0,0,0,0,1.20,1.20
8174,1.199,15886,0,0,0,0,0,1.20,1.20
8175,1.199,28872,0,0,0,0,0,1.20,1.20
8176,1.199,32487,0,0,0,0,0,1.20,1.20
8177,1.199,32568,0,0,0,0,0,1.20,1.20
8178,1.199,42251,0,0,0,0,0,1.20,1.20
8179,1.199,11626,0,0,0,0,0,1.20,1.20
8180,1.199,2809,0,0,0,0,0,1.20,1.20
8181,1.199,43679,0,0,0,0,0,1.20,1.20
8182,1.199,40213,0,0,0,0,0,1.20,1.20
8183,1.199,39471,0,0,0,0,0,1.20,1.20
8184,1.199,40497,0,0,0,0,0,1.20,1.20
8185,1.158,45668,0,0,0,0,0,1.20,1.20
8186,1.158,30336,0,0,0,0,0,1.20,1.20
8187,1.088,27487,0,0,0,0,0,1.20,1.20
8188,1.018,42205,0,0,0,0,0,1.20,1.20
8189,0.862,9730,0,0,0,0,0,1.20,1.20
8190,0.862,32941,0,0,0,0,0,1.20,1.20
8191,0.774,32653,0,0,0,0,0,1.20,1.20
8192,0.774,1248,0,0,0,0,0,1.20,1.20
8193,0.702,41385,0,0,0,0,0,1.20,1.20
8194,0.702,12687,0,0,0,0,0,1.20,1.20
8195,0.799,9427,0,0,0,0,0,1.20,1.20
8196,0.991,45813,0,0,0,0,0,1.20,1.20
8197,0.930,10623,0,0,0,0,0,1.20,1.20
8198,1.148,4988,0,0,0,0,0,1.20,1.20
8199,1.059,28549,0,0,0,0,0,1.20,1.20
8200,0.979,12791,0,0,0,0,0,1.20,1.20
8201,1.019,11332,0,0,0,0,0,1.20,1.20
8202,0.773,44368,0,0,0,0,0,1.20,1.20
8203,1.091,21310,0,0,0,0,0,1.20,1.20
8204,1.190,38656,0,0,0,0,0,1.20,1.20
8205,1.190,14454,0,0,0,0,0,1.20,1.20
8206,1.190,14122,0,0,0,0,0,1.20,1.20
8207,1.190,34223,0,0,0,0,0,1.20,1.20
8208,1.190,5670,0,0,0,0,0,1.20,1.20
8209,1.190,44942,0,0,0,0,0,1.20,1.20
8210,1.190,29811,0,0,0,0,0,1.20,1.20
8211,1.190,14937,0,0,0,0,0,1.20,1.20
8212,1.190,17396,0,0,0,0,0,1.20,1.20
8213,1.190,1311,0,0,0,0,0,1.20,1.20
8214,1.190,40151,0,0,0,0,0,1.20,1.20
8215,1.190,15475,0,0,0,0,0,1.20,1.20
8216,1.190,15812,0,0,0,0,0,1.20,1.20
8217,1.190,3249,0,0,0,0,0,1.20,1.20
8218,1.190,16190,0,0,0,0,0,1.20,1.20
8219,1.190,15485,0,0,0,0,0,1.20,1.20
8220,1.190,24500,0,0,0,0,0,1.20,1.20
8221,1.190,45142,0,0,0,0,0,1.20,1.20
8222,1.190,2898,0,0,0,0,0,1.20,1.20
8223,1.190,23659,0,0,0,0,0,1.20,1.20
8224,1.190,5103,0,0,0,0,0,1.20,1.20
8225,1.190,9748,0,0,0,0,0,1.20,1.20
8226,1.190,7304,0,0,0,0,0,1.20,1.20
8227,1.190,30235,0,0,0,0,0,1.20,1.20
8228,1.190,8581,0,0,0,0,0,1.20,1.20
8229,1.190,38167,0,0,0,0,0,1.20,1.20
8230,1.190,12062,0,0,0,0,0,1.20,1.20
8231,1.196,43241,0,0,0,0,0,1.20,1.20
8232,1.196,29009,0,0,0,0,0,1.20,1.20
8233,1.196,32280,0,0,0,0,0,1.20,1.20
8234,1.196,37984,0,0,0,0,0,1.20,1.20
8235,1.196,28858,0,0,0,0,0,1.20,1.20
8236,1.196,18041,0,0,0,0,0,1.20,1.20
8237,1.196,30646,0,0,0,0,0,1.20,1.20
8238,1.196,41129,0,0,0,0,0,1.20,1.20
8239,1.196,2472,0,0,0,0,0,1.20,1.20
8240,1.196,12310,0,0,0,0,0,1.20,1.20
8241,1.196,24330,0,0,0,0,0,1.20,1.20
8242,1.196,43482,0,0,0,0,0,1.20,1.20
8243,1.196,26374,0,0,0,0,0,1.20,1.20
8244,1.196,11109,0,0,0,0,0,1.20,1.20
8245,1.196,28483,0,0,0,0,0,1.20,1.20
8246,1.196,39684,0,0,0,0,0,1.20,1.20
8247,1.196,39708,0,0,0,0,0,1.20,1.20
8248,1.196,24403,0,0,0,0,0,1.20,1.20
8249,1.196,27944,0,0,0,0,0,1.20,1.20
8250,1.196,37154,0,0,0,0,0,1.20,1.20
8251,1.196,18222,0,0,0,0,0,1.20,1.20
8252,1.196,44655,0,0,0,0,0,1.20,1.20
8253,1.196,45300,0,0,0,0,0,1.20,1.20
8254,1.196,43645,0,0,0,0,0,1.20,1.20
8255,1.196,26059,0,0,0,0,0,1.20,1.20
8256,1.196,9409,0,0,0,0,0,1.20,1.20
8257,1.196,37811,0,0,0,0,0,1.20,1.20
8258,1.196,32924,0,0,0,0,0,1.20,1.20
8259,1.196,40885,0,0,0,0,0,1.20,1.20
8260,1.196,18813,0,0,0,0,0,1.20,1.20
8261,1.196,43908,0,0,0,0,0,1.20,1.20
8262,1.196,6745,0,0,0,0,0,1.20,1.20
8263,1.196,17793,0,0,0,0,0,1.20,1.20
8264,1.196,38907,0,0,0,0,0,1.20,1.20
8265,1.196,15908,0,0,0,0,0,1.20,1.20
8266,1.196,6172,0,0,0,0,0,1.20,1.20
8267,1.196,4691,0,0,0,0,0,1.20,1.20
8268,1.196,40801,0,0,0,0,0,1.20,1.20
8269,1.196,3160,0,0,0,0,0,1.20,1.20
8270,1.196,23265,0,0,0,0,0,1.20,1.20
8271,1.196,23002,0,0,0,0,0,1.20,1.20
8272,1.196,32506,0,0,0,0,0,1.20,1.20
8273,1.196,34781,0,0,0,0,0,1.20,1.20
8274,1.196,3107,0,0,0,0,0,1.20,1.20
8275,1.196,4954,0,0,0,0,0,1.20,1.20
8276,1.196,7480,0,0,0,0,0,1.20,1.20
8277,1.196,6214,0,0,0,0,0,1.20,1.20
8278,1.196,29916,0,0,0,0,0,1.20,1.20
8279,1.196,23802,0,0,0,0,0,1.20,1.20
8280,1.196,32056,0,0,0,0,0,1.20,1.20
8281,1.196,30538,0,0,0,0,0,1.20,1.20
8282,1.196,20316,0,0,0,0,0,1.20,1.20
8283,1.196,39316,0,0,0,0,0,1.20,1.20
8284,1.196,6883,0,0,0,0,0,1.20,1.20
8285,1.196,26436,0,0,0,0,0,1.20,1.20
8286,1.196,31564,0,0,0,0,0,1.20,1.20
8287,1.196,36469,0,0,0,0,0,1.20,1.20
8288,1.196,37545,0,0,0,0,0,1.20,1.20
8289,1.179,17218,0,0,0,0,0,1.20,1.20
8290,1.179,30303,0,0,0,0,0,1.20,1.20
8291,1.179,19188,0,0,0,0,0,1.20,1.20
8292,1.179,22962,0,0,0,0,0,1.20,1.20
8293,1.179,43136,0,0,0,0,0,1.20,1.20
8294,1.179,25320,0,0,0,0,0,1.20,1.20
8295,1.179,5490,0,0,0,0,0,1.20,1.20
8296,1.179,20533,0,0,0,0,0,1.20,1.20
8297,1.179,22391,0,0,0,0,0,1.20,1.20
8298,1.179,34054,0,0,0,0,0,1.20,1.20
8299,1.179,28618,0,0,0,0,0,1.20,1.20
8300,1.179,36285,0,0,0,0,0,1.20,1.20
8301,1.179,37106,0,0,0,0,0,1.20,1.20
8302,1.179,14266,0,0,0,0,0,1.20,1.20
8303,1.179,25452,0,0,0,0,0,1.20,1.20
8304,1.179,26785,0,0,0,0,0,1.20,1.20
8305,1.179,42399,0,0,0,0,0,1.20,1.20
8306,1.179,40775,0,0,0,0,0,1.20,1.20
8307,1.179,21811,0,0,0,0,0,1.20,1.20
8308,1.179,27545,0,0,0,0,0,1.20,1.20
8309,1.179,38101,0,0,0,0,0,1.20,1.20
8310,1.179,4186,0,0,0,0,0,1.20,1.20
8311,1.179,8396,0,0,0,0,0,1.20,1.20
8312,1.179,3123,0,0,0,0,0,1.20,1.20
8313,1.179,16363,0,0,0,0,0,1.20,1.20
8314,1.179,40643,0,0,0,0,0,1.20,1.20
8315,1.179,6193,0,0,0,0,0,1.20,1.20
8316,1.179,41688,0,0,0,0,0,1.20,1.20
8317,1.179,2487,0,0,0,0,0,1.20,1.20
8318,1.179,10255,0,0,0,0,0,1.20,1.20
8319,1.094,21327,0,0,0,0,0,1.20,1.20
8320,1.094,22207,0,0,0,0,0,1.20,1.20
8321,1.094,1787,0,0,0,0,0,1.20,1.20
8322,1.094,30417,0,0,0,0,0,1.20,1.20
8323,1.094,38085,0,0,0,0,0,1.20,1.20
8324,1.094,29240,0,0,0,0,0,1.20,1.20
8325,1.094,24120,0,0,0,0,0,1.20,1.20
8326,1.094,19602,0,0,0,0,0,1.20,1.20
8327,1.094,1162,0,0,0,0,0,1.20,1.20
8328,1.094,29740,0,0,0,0,0,1.20,1.20
8329,1.107,215,0,0,0,0,0,1.20,1.20
8330,1.107,21398,0,0,0,0,0,1.20,1.20
8331,1.107,29820,0,0,0,0,0,1.20,1.20
8332,1.107,19825,0,0,0,0,0,1.20,1.20
8333,1.107,5275,0,0,0,0,0,1.20,1.20
8334,1.107,12845,0,0,0,0,0,1.20,1.20
8335,1.107,25249,0,0,0,0,0,1.20,1.20
8336,1.107,21643,0,0,0,0,0,1.20,1.20
8337,1.172,17776,0,0,0,0,0,1.20,1.20
8338,1.172,34427,0,0,0,0,0,1.20,1.20
8339,1.172,41809,0,0,0,0,0,1.20,1.20
8340,1.172,22650,0,0,0,0,0,1.20,1.20
8341,1.172,36540,0,0,0,0,0,1.20,1.20
8342,1.172,7710,0,0,0,0,0,1.20,1.20
8343,1.172,44193,0,0,0,0,0,1.20,1.20
8344,1.138,33130,0,0,0,0,0,1.20,1.20
8345,1.138,9107,0,0,0,0,0,1.20,1.20
8346,1.138,3516,0,0,0,0,0,1.20,1.20
8347,1.138,14773,0,0,0,0,0,1.20,1.20
8348,1.138,27947,0,0,0,0,0,1.20,1.20
8349,1.138,21416,0,0,0,0,0,1.20,1.20
8350,1.138,8894,0,0,0,0,0,1.20,1.20
8351,1.138,37022,0,0,0,0,0,1.20,1.20
8352,1.138,17787,0,0,0,0,0,1.20,1.20
8353,1.131,3736,0,0,0,0,0,1.20,1.20
8354,1.131,31734,0,0,0,0,0,1.20,1.20
8355,1.131,18298,0,0,0,0,0,1.20,1.20
8356,1.131,35749,0,0,0,0,0,1.20,1.20
8357,1.131,17132,0,0,0,0,0,1.20,1.20
8358,1.131,4222,0,0,0,0,0,1.20,1.20
8359,1.131,44547,0,0,0,0,0,1.20,1.20
8360,1.131,43076,0,0,0,0,0,1.20,1.20
8361,1.131,37958,0,0,0,0,0,1.20,1.20
8362,1.131,4993,0,0,0,0,0,1.20,1.20
8363,1.178,36669,0,0,0,0,0,1.20,1.20
8364,1.178,14900,0,0,0,0,0,1.20,1.20
8365,1.178,17068,0,0,0,0,0,1.20,1.20
8366,1.178,25267,0,0,0,0,0,1.20,1.20
8367,1.178,13041,0,0,0,0,0,1.20,1.20
8368,1.178,7176,0,0,0,0,0,1.20,1.20
8369,1.178,19692,0,0,0,0,0,1.20,1.20
8370,1.178,33493,0,0,0,0,0,1.20,1.20
8371,1.032,37196,0,0,0,0,0,1.20,1.20
8372,1.032,40254,0,0,0,0,0,1.20,1.20
8373,1.032,17647,0,0,0,0,0,1.20,1.20
8374,1.032,42221,0,0,0,0,0,1.20,1.20
8375,1.032,27975,0,0,0,0,0,1.20,1.20
8376,1.032,10107,0,0,0,0,0,1.20,1.20
8377,1.157,26949,0,0,0,0,0,1.20,1.20
8378,1.157,4464,0,0,0,0,0,1.20,1.20
8379,1.157,4653,0,0,0,0,0,1.20,1.20
8380,1.157,35136,0,0,0,0,0,1.20,1.20
8381,1.157,6165,0,0,0,0,0,1.20,1.20
8382,1.157,38055,0,0,0,0,0,1.20,1.20
8383,1.079,12910,0,0,0,0,0,1.20,1.20
8384,1.079,7726,0,0,0,0,0,1.20,1.20
8385,1.079,9917,0,0,0,0,0,1.20,1.20
8386,1.079,28778,0,0,0,0,0,1.20,1.20
8387,1.079,19812,0,0,0,0,0,1.20,1.20
8388,1.079,1239,0,0,0,0,0,1.20,1.20
8389,1.079,42996,0,0,0,0,0,1.20,1.20
8390,1.079,44305,0,0,0,0,0,1.20,1.20
8391,1.162,22517,0,0,0,0,0,1.20,1.20
8392,1.162,12987,0,0,0,0,0,1.20,1.20
8393,1.162,26860,0,0,0,0,0,1.20,1.20
8394,1.162,32181,0,0,0,0,0,1.20,1.20
8395,1.162,27162,0,0,0,0,0,1.20,1.20
8396,1.162,34617,0,0,0,0,0,1.20,1.20
8397,1.162,36049,0,0,0,0,0,1.20,1.20
8398,1.162,44677,0,0,0,0,0,1.20,1.20
8399,1.162,840,0,0,0,0,0,1.20,1.20
8400,1.162,29522,0,0,0,0,0,1.20,1.20
8401,1.162,44186,0,0,0,0,0,1.20,1.20
8402,1.154,27898,0,0,0,0,0,1.20,1.20
8403,1.154,2055,0,0,0,0,0,1.20,1.20
8404,1.154,15958,0,0,0,0,0,1.20,1.20
8405,1.154,41801,0,0,0,0,0,1.20,1.20
8406,1.154,1860,0,0,0,0,0,1.20,1.20
8407,1.154,16603,0,0,0,0,0,1.20,1.20
8408,1.154,25883,0,0,0,0,0,1.20,1.20
8409,1.154,30521,0,0,0,0,0,1.20,1.20
8410,1.154,5022,0,0,0,0,0,1.20,1.20
8411,1.154,42871,0,0,0,0,0,1.20,1.20
8412,1.154,18807,0,0,0,0,0,1.20,1.20
8413,1.154,8825,0,0,0,0,0,1.20,1.20
8414,1.177,35999,0,0,0,0,0,1.20,1.20
8415,1.177,29942,0,0,0,0,0,1.20,1.20
8416,1.177,3935,0,0,0,0,0,1.20,1.20
8417,1.177,15074,0,0,0,0,0,1.20,1.20
8418,1.177,27165,0,0,0,0,0,1.20,1.20
8419,1.177,42311,0,0,0,0,0,1.20,1.20
8420,1.177,5713,0,0,0,0,0,1.20,1.20
8421,1.177,39142,0,0,0,0,0,1.20,1.20
8422,1.189,9335,0,0,0,0,0,1.20,1.20
8423,1.189,7769,0,0,0,0,0,1.20,1.20
8424,1.189,25236,0,0,0,0,0,1.20,1.20
8425,1.189,22062,0,0,0,0,0,1.20,1.20
8426,1.189,11823,0,0,0,0,0,1.20,1.20
8427,1.189,38668,0,0,0,0,0,1.20,1.20
8428,1.184,37105,0,0,0,0,0,1.20,1.20
8429,1.184,44746,0,0,0,0,0,1.20,1.20
8430,1.184,13315,0,0,0,0,0,1.20,1.20
8431,1.184,38318,0,0,0,0,0,1.20,1.20
8432,1.184,2255,0,0,0,0,0,1.20,1.20
8433,1.184,32575,0,0,0,0,0,1.20,1.20
8434,1.184,6536,0,0,0,0,0,1.20,1.20
8435,1.184,15550,0,0,0,0,0,1.20,1.20
8436,1.184,27304,0,0,0,0,0,1.20,1.20
8437,1.164,43199,0,0,0,0,0,1.20,1.20
8438,1.164,44315,0,0,0,0,0,1.20,1.20
8439,1.164,23960,0,0,0,0,0,1.20,1.20
8440,1.164,27218,0,0,0,0,0,1.20,1.20
8441,1.164,36755,0,0,0,0,0,1.20,1.20
8442,1.164,37809,0,0,0,0,0,1.20,1.20
8443,1.164,7383,0,0,0,0,0,1.20,1.20
8444,1.164,12719,0,0,0,0,0,1.20,1.20
8445,1.164,3427,0,0,0,0,0,1.20,1.20
8446,1.164,8040,0,0,0,0,0,1.20,1.20
8447,1.164,44897,0,0,0,0,0,1.20,1.20
8448,1.164,27815,0,0,0,0,0,1.20,1.20
8449,1.164,10388,0,0,0,0,0,1.20,1.20
8450,1.164,3699,0,0,0,0,0,1.20,1.20
8451,1.164,39096,0,0,0,0,0,1.20,1.20
8452,1.164,28592,0,0,0,0,0,1.20,1.20
8453,1.183,4080,0,0,0,0,0,1.20,1.20
8454,1.183,41174,0,0,0,0,0,1.20,1.20
8455,1.183,25248,0,0,0,0,0,1.20,1.20
8456,1.183,42034,0,0,0,0,0,1.20,1.20
8457,1.183,35204,0,0,0,0,0,1.20,1.20
8458,1.183,42594,0,0,0,0,0,1.20,1.20
8459,1.183,37489,0,0,0,0,0,1.20,1.20
8460,1.183,15460,0,0,0,0,0,1.20,1.20
8461,1.183,34675,0,0,0,0,0,1.20,1.20
8462,1.183,43849,0,0,0,0,0,1.20,1.20
8463,1.183,21802,0,0,0,0,0,1.20,1.20
8464,1.183,27427,0,0,0,0,0,1.20,1.20
8465,1.183,3301,0,0,0,0,0,1.20,1.20
8466,1.183,23988,0,0,0,0,0,1.20,1.20
8467,1.183,9484,0,0,0,0,0,1.20,1.20
8468,1.183,38961,0,0,0,0,0,1.20,1.20
8469,1.183,3768,0,0,0,0,0,1.20,1.20
8470,1.183,43196,0,0,0,0,0,1.20,1.20
8471,1.166,40875,0,0,0,0,0,1.20,1.20
8472,1.166,32486,0,0,0,0,0,1.20,1.20
8473,1.166,37287,0,0,0,0,0,1.20,1.20
8474,1.166,21979,0,0,0,0,0,1.20,1.20
8475,1.166,22057,0,0,0,0,0,1.20,1.20
8476,1.166,9617,0,0,0,0,0,1.20,1.20
8477,1.166,2103,0,0,0,0,0,1.20,1.20
8478,1.166,11428,0,0,0,0,0,1.20,1.20
8479,1.166,16510,0,0,0,0,0,1.20,1.20
8480,1.166,44238,0,0,0,0,0,1.20,1.20
8481,1.166,10295,0,0,0,0,0,1.20,1.20
8482,1.166,12247,0,0,0,0,0,1.20,1.20
8483,1.166,15262,0,0,0,0,0,1.20,1.20
8484,1.166,13627,0,0,0,0,0,1.20,1.20
8485,1.166,39374,0,0,0,0,0,1.20,1.20
8486,1.166,35758,0,0,0,0,0,1.20,1.20
8487,1.166,2344,0,0,0,0,0,1.20,1.20
8488,1.166,44128,0,0,0,0,0,1.20,1.20
8489,1.166,30091,0,0,0,0,0,1.20,1.20
8490,1.166,37859,0,0,0,0,0,1.20,1.20
8491,1.166,39301,0,0,0,0,0,1.20,1.20
8492,1.166,7996,0,0,0,0,0,1.20,1.20
8493,1.166,26406,0,0,0,0,0,1.20,1.20
8494,1.166,38276,0,0,0,0,0,1.20,1.20
8495,1.166,27064,0,0,0,0,0,1.20,1.20
8496,1.166,27499,0,0,0,0,0,1.20,1.20
8497,1.166,7216,0,0,0,0,0,1.20,1.20
8498,1.166,44467,0,0,0,0,0,1.20,1.20
8499,1.166,14080,0,0,0,0,0,1.20,1.20
8500,1.166,42257,0,0,0,0,0,1.20,1.20
8501,1.166,13643,0,0,0,0,0,1.20,1.20
8502,1.166,1865,0,0,0,0,0,1.20,1.20
8503,1.166,30765,0,0,0,0,0,1.20,1.20
8504,1.166,29181,0,0,0,0,0,1.20,1.20
8505,1.188,20809,0,0,0,0,0,1.20,1.20
8506,1.188,20989,0,0,0,0,0,1.20,1.20
8507,1.188,44912,0,0,0,0,0,1.20,1.20
8508,1.188,23995,0,0,0,0,0,1.20,1.20
8509,1.170,35115,0,0,0,0,0,1.20,1.20
8510,1.170,43771,0,0,0,0,0,1.20,1.20
8511,1.170,25407,0,0,0,0,0,1.20,1.20
8512,1.170,34788,0,0,0,0,0,1.20,1.20
8513,1.170,20590,0,0,0,0,0,1.20,1.20
8514,1.170,8226,0,0,0,0,0,1.20,1.20
8515,1.170,33377,0,0,0,0,0,1.20,1.20
8516,1.170,5252,0,0,0,0,0,1.20,1.20
8517,1.170,43177,0,0,0,0,0,1.20,1.20
8518,1.170,34258,0,0,0,0,0,1.20,1.20
8519,1.170,13291,0,0,0,0,0,1.20,1.20
8520,1.170,43424,0,0,0,0,0,1.20,1.20
8521,1.170,7981,0,0,0,0,0,1.20,1.20
8522,1.170,22308,0,0,0,0,0,1.20,1.20
8523,1.170,44424,0,0,0,0,0,1.20,1.20
8524,1.170,16175,0,0,0,0,0,1.20,1.20
8525,1.170,36331,0,0,0,0,0,1.20,1.20
8526,1.170,13088,0,0,0,0,0,1.20,1.20
8527,1.170,2777,0,0,0,0,0,1.20,1.20
8528,1.170,39256,0,0,0,0,0,1.20,1.20
8529,1.170,2662,0,0,0,0,0,1.20,1.20
8530,1.170,42877,0,0,0,0,0,1.20,1.20
8531,1.170,6539,0,0,0,0,0,1.20,1.20
8532,1.170,44414,0,0,0,0,0,1.20,1.20
8533,1.170,1531,0,0,0,0,0,1.20,1.20
8534,1.170,24791,0,0,0,0,0,1.20,1.20
8535,1.170,45380,0,0,0,0,0,1.20,1.20
8536,1.170,29366,0,0,0,0,0,1.20,1.20
8537,1.170,25641,0,0,0,0,0,1.20,1.20
8538,1.170,33534,0,0,0,0,0,1.20,1.20
8539,1.170,43955,0,0,0,0,0,1.20,1.20
8540,1.170,23335,0,0,0,0,0,1.20,1.20
8541,1.170,14911,0,0,0,0,0,1.20,1.20
8542,1.170,12962,0,0,0,0,0,1.20,1.20
8543,1.170,26799,0,0,0,0,0,1.20,1.20
8544,1.170,7795,0,0,0,0,0,1.20,1.20
8545,1.170,3366,0,0,0,0,0,1.20,1.20
8546,1.170,42380,0,0,0,0,0,1.20,1.20
8547,1.170,43972,0,0,0,0,0,1.20,1.20
8548,1.170,42443,0,0,0,0,0,1.20,1.20
8549,1.160,24390,0,0,0,0,0,1.20,1.20
8550,1.160,42898,0,0,0,0,0,1.20,1.20
8551,1.160,14629,0,0,0,0,0,1.20,1.20
8552,1.160,1153,0,0,0,0,0,1.20,1.20
8553,1.160,32884,0,0,0,0,0,1.20,1.20
8554,1.160,37228,0,0,0,0,0,1.20,1.20
8555,1.160,33854,0,0,0,0,0,1.20,1.20
8556,1.160,10632,0,0,0,0,0,1.20,1.20
8557,1.160,19347,0,0,0,0,0,1.20,1.20
8558,1.160,13737,0,0,0,0,0,1.20,1.20
8559,1.160,30216,0,0,0,0,0,1.20,1.20
8560,1.160,24707,0,0,0,0,0,1.20,1.20
8561,1.160,14086,0,0,0,0,0,1.20,1.20
8562,1.160,28638,0,0,0,0,0,1.20,1.20
8563,1.160,16426,0,0,0,0,0,1.20,1.20
8564,1.160,25332,0,0,0,0,0,1.20,1.20
8565,1.160,16226,0,0,0,0,0,1.20,1.20
8566,1.160,18724,0,0,0,0,0,1.20,1.20
8567,1.160,4843,0,0,0,0,0,1.20,1.20
8568,1.160,15011,0,0,0,0,0,1.20,1.20
8569,1.160,29793,0,0,0,0,0,1.20,1.20
8570,1.160,34597,0,0,0,0,0,1.20,1.20
8571,1.160,38794,0,0,0,0,0,1.20,1.20
8572,1.160,42744,0,0,0,0,0,1.20,1.20
8573,1.160,36185,0,0,0,0,0,1.20,1.20
8574,1.160,18309,0,0,0,0,0,1.20,1.20
8575,1.160,36690,0,0,0,0,0,1.20,1.20
8576,1.160,36269,0,0,0,0,0,1.20,1.20
8577,1.190,8368,0,0,0,0,0,1.20,1.20
8578,1.190,16934,0,0,0,0,0,1.20,1.20
8579,1.190,11659,0,0,0,0,0,1.20,1.20
8580,1.190,7364,0,0,0,0,0,1.20,1.20
8581,1.190,23851,0,0,0,0,0,1.20,1.20
8582,1.190,2439,0,0,0,0,0,1.20,1.20
8583,1.190,38250,0,0,0,0,0,1.20,1.20
8584,1.190,32674,0,0,0,0,0,1.20,1.20
8585,1.190,4782,0,0,0,0,0,1.20,1.20
8586,1.190,38272,0,0,0,0,0,1.20,1.20
8587,1.190,6494,0,0,0,0,0,1.20,1.20
8588,1.190,41667,0,0,0,0,0,1.20,1.20
8589,1.190,7039,0,0,0,0,0,1.20,1.20
8590,1.190,12816,0,0,0,0,0,1.20,1.20
8591,1.190,5795,0,0,0,0,0,1.20,1.20
8592,1.190,30694,0,0,0,0,0,1.20,1.20
8593,1.190,43818,0,0,0,0,0,1.20,1.20
8594,1.190,44833,0,0,0,0,0,1.20,1.20
8595,1.190,15440,0,0,0,0,0,1.20,1.20
8596,1.190,8413,0,0,0,0,0,1.20,1.20
8597,1.190,27424,0,0,0,0,0,1.20,1.20
8598,1.190,35120,0,0,0,0,0,1.20,1.20
8599,1.190,28085,0,0,0,0,0,1.20,1.20
8600,1.190,7570,0,0,0,0,0,1.20,1.20
8601,1.190,14044,0,0,0,0,0,1.20,1.20
8602,1.190,6856,0,0,0,0,0,1.20,1.20
8603,1.190,18303,0,0,0,0,0,1.20,1.20
8604,1.190,30237,0,0,0,0,0,1.20,1.20
8605,1.190,3515,0,0,0,0,0,1.20,1.20
8606,1.190,45759,0,0,0,0,0,1.20,1.20
8607,1.190,27894,0,0,0,0,0,1.20,1.20
8608,1.190,26716,0,0,0,0,0,1.20,1.20
8609,1.190,21370,0,0,0,0,0,1.20,1.20
8610,1.190,4860,0,0,0,0,0,1.20,1.20
8611,1.190,16032,0,0,0,0,0,1.20,1.20
8612,1.190,19102,0,0,0,0,0,1.20,1.20
8613,1.190,11369,0,0,0,0,0,1.20,1.20
8614,1.190,21184,0,0,0,0,0,1.20,1.20
8615,1.190,37253,0,0,0,0,0,1.20,1.20
8616,1.190,1192,0,0,0,0,0,1.20,1.20
8617,1.190,18965,0,0,0,0,0,1.20,1.20
8618,1.190,42049,0,0,0,0,0,1.20,1.20
8619,1.190,33901,0,0,0,0,0,1.20,1.20
8620,1.190,31420,0,0,0,0,0,1.20,1.20
8621,1.190,6209,0,0,0,0,0,1.20,1.20
8622,1.190,36336,0,0,0,0,0,1.20,1.20
8623,1.190,8687,0,0,0,0,0,1.20,1.20
8624,1.190,18127,0,0,0,0,0,1.20,1.20
8625,1.190,2302,0,0,0,0,0,1.20,1.20
8626,1.190,12986,0,0,0,0,0,1.20,1.20
8627,1.190,2196,0,0,0,0,0,1.20,1.20
8628,1.190,40743,0,0,0,0,0,1.20,1.20
8629,1.190,34553,0,0,0,0,0,1.20,1.20
8630,1.190,30135,0,0,0,0,0,1.20,1.20
8631,1.190,30614,0,0,0,0,0,1.20,1.20
8632,1.190,15637,0,0,0,0,0,1.20,1.20
8633,1.190,20760,0,0,0,0,0,1.20,1.20
8634,1.190,41218,0,0,0,0,0,1.20,1.20
8635,1.190,27447,0,0,0,0,0,1.20,1.20
8636,1.190,2681,0,0,0,0,0,1.20,1.20
8637,1.190,15953,0,0,0,0,0,1.20,1.20
8638,1.190,31705,0,0,0,0,0,1.20,1.20
8639,1.190,9888,0,0,0,0,0,1.20,1.20
8640,1.190,17801,0,0,0,0,0,1.20,1.20
8641,1.190,9284,0,0,0,0,0,1.20,1.20
8642,1.190,2392,0,0,0,0,0,1.20,1.20
8643,1.190,19293,0,0,0,0,0,1.20,1.20
8644,1.190,6324,0,0,0,0,0,1.20,1.20
8645,1.190,14692,0,0,0,0,0,1.20,1.20
8646,1.190,37819,0,0,0,0,0,1.20,1.20
8647,1.190,21185,0,0,0,0,0,1.20,1.20
8648,1.190,13954,0,0,0,0,0,1.20,1.20
