ID,VID,PLID,Type,LinkID
13,505,0,1,18724
18,506,0,2,1668
19,507,0,2,36060
20,508,0,2,44214
21,509,0,2,9831
22,510,0,2,37308
23,511,0,2,711
24,512,0,2,832
25,513,0,1,22542
