ID,VID,PLID,Type,LinkID
13,505,0,2,18842
18,506,0,2,1656
19,507,0,2,36249
20,508,0,2,44574
21,509,0,2,9949
22,510,0,2,37519
23,511,0,2,770
24,512,0,2,741
25,513,0,2,12147
26,514,0,2,7141
