VID,PID,Hang,Vang
247,44959,30.00,90.00
248,44960,30.00,90.00
249,44961,30.00,90.00
250,44962,20.00,90.00
251,44963,20.00,90.00
252,44964,20.00,90.00
253,44965,40.00,90.00
254,44966,40.00,90.00
255,44967,40.00,90.00
256,44968,340.00,90.00
257,44969,340.00,90.00
258,44970,340.00,90.00
259,44971,225.00,90.00
260,44972,225.00,90.00
261,44973,225.00,90.00
262,44974,45.00,90.00
263,44975,45.00,90.00
264,44976,45.00,90.00
265,44977,215.00,90.00
266,44978,215.00,90.00
267,44979,215.00,90.00
268,44980,215.00,90.00
269,44981,215.00,90.00
270,44982,215.00,90.00
271,44983,40.00,90.00
272,44984,40.00,90.00
273,44985,40.00,90.00
274,44986,40.00,90.00
275,44987,40.00,90.00
276,44988,40.00,90.00
277,44989,195.00,90.00
278,44990,195.00,90.00
279,44991,195.00,90.00
280,44992,190.00,90.00
281,44993,190.00,90.00
282,44994,190.00,90.00
283,44995,190.00,90.00
284,44996,190.00,90.00
285,44997,190.00,90.00
286,44998,215.00,90.00
287,44999,215.00,90.00
288,45000,215.00,90.00
289,45001,25.00,90.00
290,45002,25.00,90.00
291,45003,25.00,90.00
292,45004,320.00,90.00
293,45005,320.00,90.00
294,45006,320.00,90.00
295,45007,145.00,90.00
296,45008,145.00,90.00
297,45009,145.00,90.00
298,45010,27.00,90.00
299,45011,27.00,90.00
300,45012,27.00,90.00
301,45013,20.00,90.00
302,45014,20.00,90.00
303,45015,20.00,90.00
304,45016,135.00,90.00
305,45017,135.00,90.00
306,45018,135.00,90.00
307,45019,315.00,90.00
308,45020,315.00,90.00
309,45021,315.00,90.00
310,45022,325.00,90.00
311,45023,325.00,90.00
312,45024,325.00,90.00
313,45025,135.00,90.00
314,45026,135.00,90.00
315,45027,135.00,90.00
316,45028,135.00,90.00
317,45029,135.00,90.00
318,45030,135.00,90.00
319,45031,145.00,90.00
320,45032,145.00,90.00
321,45033,145.00,90.00
322,45034,330.00,90.00
323,45035,330.00,90.00
324,45036,330.00,90.00
325,45037,330.00,90.00
326,45038,330.00,90.00
327,45039,330.00,90.00
328,45040,330.00,90.00
329,45041,330.00,90.00
330,45042,330.00,90.00
331,45043,330.00,90.00
332,45044,330.00,90.00
333,45045,330.00,90.00
334,45046,80.00,90.00
335,45047,80.00,90.00
336,45048,80.00,90.00
337,45049,45.00,90.00
338,45050,45.00,90.00
339,45051,45.00,90.00
340,45052,45.00,90.00
341,45053,45.00,90.00
342,45054,45.00,90.00
343,45055,45.00,90.00
344,45056,45.00,90.00
345,45057,45.00,90.00
346,45058,227.00,90.00
347,45059,227.00,90.00
348,45060,227.00,90.00
349,45061,227.00,90.00
350,45062,227.00,90.00
351,45063,227.00,90.00
352,45064,227.00,90.00
353,45065,227.00,90.00
354,45066,227.00,90.00
355,45067,227.00,90.00
356,45068,227.00,90.00
357,45069,227.00,90.00
358,45070,235.00,90.00
359,45071,235.00,90.00
360,45072,235.00,90.00
361,45073,178.00,90.00
362,45074,178.00,90.00
363,45075,178.00,90.00
364,45076,185.00,90.00
365,45077,185.00,90.00
366,45078,185.00,90.00
367,45079,195.00,90.00
368,45080,195.00,90.00
369,45081,195.00,90.00
370,45082,20.00,90.00
371,45083,20.00,90.00
372,45084,20.00,90.00
373,45085,15.00,90.00
374,45086,15.00,90.00
375,45087,15.00,90.00
376,45088,20.00,90.00
377,45089,20.00,90.00
378,45090,20.00,90.00
379,45091,315.00,90.00
380,45092,315.00,90.00
381,45093,315.00,90.00
382,45094,135.00,90.00
383,45095,135.00,90.00
384,45096,135.00,90.00
385,45097,315.00,90.00
386,45098,315.00,90.00
387,45099,315.00,90.00
388,45100,315.00,90.00
389,45101,315.00,90.00
390,45102,315.00,90.00
391,45103,315.00,90.00
392,45104,315.00,90.00
393,45105,315.00,90.00
394,45106,120.00,90.00
395,45107,120.00,90.00
396,45108,120.00,90.00
397,45109,135.00,90.00
398,45110,135.00,90.00
399,45111,135.00,90.00
400,45112,315.00,90.00
401,45113,315.00,90.00
402,45114,315.00,90.00
403,45115,315.00,90.00
404,45116,315.00,90.00
405,45117,315.00,90.00
406,45118,330.00,90.00
407,45119,330.00,90.00
408,45120,330.00,90.00
409,45121,150.00,90.00
410,45122,150.00,90.00
411,45123,150.00,90.00
412,45124,155.00,90.00
413,45125,155.00,90.00
414,45126,155.00,90.00
415,45127,45.00,90.00
416,45128,45.00,90.00
417,45129,45.00,90.00
418,45130,315.00,90.00
419,45131,315.00,90.00
420,45132,315.00,90.00
421,45133,145.00,90.00
422,45134,145.00,90.00
423,45135,145.00,90.00
424,45136,140.00,90.00
425,45137,140.00,90.00
426,45138,140.00,90.00
427,45139,145.00,90.00
428,45140,145.00,90.00
429,45141,145.00,90.00
430,45142,150.00,90.00
431,45143,150.00,90.00
432,45144,150.00,90.00
433,45145,5.00,90.00
434,45146,5.00,90.00
435,45147,5.00,90.00
436,45148,15.00,90.00
437,45149,15.00,90.00
438,45150,15.00,90.00
439,45151,30.00,90.00
440,45152,30.00,90.00
441,45153,30.00,90.00
442,45154,30.00,90.00
443,45155,30.00,90.00
444,45156,30.00,90.00
445,45157,330.00,90.00
446,45158,330.00,90.00
447,45159,330.00,90.00
448,45160,330.00,90.00
449,45161,330.00,90.00
450,45162,330.00,90.00
451,45163,45.00,90.00
452,45164,45.00,90.00
453,45165,45.00,90.00
454,45166,135.00,90.00
455,45167,135.00,90.00
456,45168,135.00,90.00
457,45169,35.00,90.00
458,45170,35.00,90.00
459,45171,35.00,90.00
460,45172,35.00,90.00
461,45173,35.00,90.00
462,45174,35.00,90.00
463,45175,315.00,90.00
464,45176,315.00,90.00
465,45177,315.00,90.00
466,45178,45.00,90.00
467,45179,45.00,90.00
468,45180,45.00,90.00
469,45181,140.00,90.00
470,45182,140.00,90.00
471,45183,140.00,90.00
472,45184,140.00,90.00
473,45185,140.00,90.00
474,45186,140.00,90.00
475,45187,135.00,90.00
476,45188,135.00,90.00
477,45189,135.00,90.00
478,45190,137.00,90.00
479,45191,137.00,90.00
480,45192,137.00,90.00
481,45193,137.00,90.00
482,45194,137.00,90.00
483,45195,137.00,90.00
484,45196,137.00,90.00
485,45197,137.00,90.00
486,45198,137.00,90.00
487,45199,30.00,90.00
488,45200,30.00,90.00
489,45201,30.00,90.00
490,45202,250.00,90.00
491,45203,250.00,90.00
492,45204,250.00,90.00
493,45205,45.00,90.00
494,45206,45.00,90.00
495,45207,45.00,90.00
496,45208,240.00,90.00
497,45209,240.00,90.00
498,45210,240.00,90.00
499,45211,240.00,90.00
500,45212,240.00,90.00
501,45213,240.00,90.00
502,45214,240.00,90.00
503,45215,240.00,90.00
504,45216,240.00,90.00
505,45217,165.00,90.00
506,45218,270.00,90.00
507,45219,280.00,90.00
508,45220,270.00,90.00
509,45221,185.00,90.00
510,45222,185.00,90.00
511,45223,20.00,90.00
512,45224,305.00,90.00
