DID,Dist,PID,Dir,Apara,r,slope,cant,LW,RW
11020,0.643,26503,0,0,0,0,0,1.20,1.20
11021,0.438,7239,0,0,0,0,0,1.20,1.20
11022,0.545,23433,0,0,0,0,0,1.20,1.20
11023,1.198,34097,0,0,0,0,0,1.20,1.20
11024,1.198,44529,0,0,0,0,0,1.20,1.20
11025,1.198,28991,0,0,0,0,0,1.20,1.20
11026,1.198,20193,0,0,0,0,0,1.20,1.20
11027,1.198,39635,0,0,0,0,0,1.20,1.20
11028,1.198,9941,0,0,0,0,0,1.20,1.20
11029,1.198,10897,0,0,0,0,0,1.20,1.20
11030,1.198,10247,0,0,0,0,0,1.20,1.20
11031,1.198,40432,0,0,0,0,0,1.20,1.20
11032,1.198,27019,0,0,0,0,0,1.20,1.20
11033,1.198,1183,0,0,0,0,0,1.20,1.20
11034,1.198,29312,0,0,0,0,0,1.20,1.20
11035,1.198,39135,0,0,0,0,0,1.20,1.20
11036,1.198,35787,0,0,0,0,0,1.20,1.20
11037,1.198,27355,0,0,0,0,0,1.20,1.20
11038,1.198,23133,0,0,0,0,0,1.20,1.20
11039,1.166,6538,0,0,0,0,0,1.20,1.20
11040,1.166,36939,0,0,0,0,0,1.20,1.20
11041,1.166,43009,0,0,0,0,0,1.20,1.20
11042,1.166,15172,0,0,0,0,0,1.20,1.20
11043,1.166,16516,0,0,0,0,0,1.20,1.20
11044,1.166,20404,0,0,0,0,0,1.20,1.20
11045,1.166,32616,0,0,0,0,0,1.20,1.20
11046,1.166,14873,0,0,0,0,0,1.20,1.20
11047,1.057,1914,0,0,0,0,0,1.20,1.20
11048,1.057,12984,0,0,0,0,0,1.20,1.20
11049,1.057,25924,0,0,0,0,0,1.20,1.20
11050,1.057,24722,0,0,0,0,0,1.20,1.20
11051,1.057,31857,0,0,0,0,0,1.20,1.20
11052,1.057,8248,0,0,0,0,0,1.20,1.20
11053,1.057,4425,0,0,0,0,0,1.20,1.20
11054,1.157,8083,0,0,0,0,0,1.20,1.20
11055,1.157,3351,0,0,0,0,0,1.20,1.20
11056,1.157,24241,0,0,0,0,0,1.20,1.20
11057,1.157,7961,0,0,0,0,0,1.20,1.20
11058,1.157,4324,0,0,0,0,0,1.20,1.20
11059,1.157,35445,0,0,0,0,0,1.20,1.20
11060,1.157,24788,0,0,0,0,0,1.20,1.20
11061,1.157,41742,0,0,0,0,0,1.20,1.20
11062,1.195,13030,0,0,0,0,0,1.20,1.20
11063,1.195,3205,0,0,0,0,0,1.20,1.20
11064,1.195,10343,0,0,0,0,0,1.20,1.20
11065,1.195,13621,0,0,0,0,0,1.20,1.20
11066,1.195,8850,0,0,0,0,0,1.20,1.20
11067,1.195,28078,0,0,0,0,0,1.20,1.20
11068,1.195,29308,0,0,0,0,0,1.20,1.20
11069,1.195,43425,0,0,0,0,0,1.20,1.20
11070,1.195,22631,0,0,0,0,0,1.20,1.20
11071,1.195,41031,0,0,0,0,0,1.20,1.20
11072,1.162,15108,0,0,0,0,0,1.20,1.20
11073,1.162,28155,0,0,0,0,0,1.20,1.20
11074,1.162,11358,0,0,0,0,0,1.20,1.20
11075,1.162,19911,0,0,0,0,0,1.20,1.20
11076,1.162,27107,0,0,0,0,0,1.20,1.20
11077,1.162,13327,0,0,0,0,0,1.20,1.20
11078,1.162,39736,0,0,0,0,0,1.20,1.20
11079,1.162,5388,0,0,0,0,0,1.20,1.20
11080,1.162,2206,0,0,0,0,0,1.20,1.20
11081,1.162,16701,0,0,0,0,0,1.20,1.20
11082,1.162,32856,0,0,0,0,0,1.20,1.20
11083,1.162,10949,0,0,0,0,0,1.20,1.20
11084,1.162,11833,0,0,0,0,0,1.20,1.20
11085,1.162,11296,0,0,0,0,0,1.20,1.20
11086,1.162,7396,0,0,0,0,0,1.20,1.20
11087,1.162,36497,0,0,0,0,0,1.20,1.20
11088,1.162,4998,0,0,0,0,0,1.20,1.20
11089,1.192,1629,0,0,0,0,0,1.20,1.20
11090,1.192,13378,0,0,0,0,0,1.20,1.20
11091,1.192,35349,0,0,0,0,0,1.20,1.20
11092,1.192,19562,0,0,0,0,0,1.20,1.20
11093,1.192,10784,0,0,0,0,0,1.20,1.20
11094,1.192,1625,0,0,0,0,0,1.20,1.20
11095,1.192,33102,0,0,0,0,0,1.20,1.20
11096,1.192,5223,0,0,0,0,0,1.20,1.20
11097,1.192,8454,0,0,0,0,0,1.20,1.20
11098,1.192,3405,0,0,0,0,0,1.20,1.20
11099,1.192,12305,0,0,0,0,0,1.20,1.20
11100,1.192,2927,0,0,0,0,0,1.20,1.20
11101,1.192,17348,0,0,0,0,0,1.20,1.20
11102,1.192,9033,0,0,0,0,0,1.20,1.20
11103,1.192,19631,0,0,0,0,0,1.20,1.20
11104,1.192,3867,0,0,0,0,0,1.20,1.20
11105,1.192,8861,0,0,0,0,0,1.20,1.20
11106,1.192,41899,0,0,0,0,0,1.20,1.20
11107,1.192,14856,0,0,0,0,0,1.20,1.20
11108,1.192,9606,0,0,0,0,0,1.20,1.20
11109,1.192,32533,0,0,0,0,0,1.20,1.20
11110,1.192,17693,0,0,0,0,0,1.20,1.20
11111,1.192,27425,0,0,0,0,0,1.20,1.20
11112,1.192,30827,0,0,0,0,0,1.20,1.20
11113,1.184,30718,0,0,0,0,0,1.20,1.20
11114,1.184,24146,0,0,0,0,0,1.20,1.20
11115,1.184,24595,0,0,0,0,0,1.20,1.20
11116,1.184,40163,0,0,0,0,0,1.20,1.20
11117,1.184,4137,0,0,0,0,0,1.20,1.20
11118,1.184,41506,0,0,0,0,0,1.20,1.20
11119,1.184,23031,0,0,0,0,0,1.20,1.20
11120,1.184,43985,0,0,0,0,0,1.20,1.20
11121,1.184,38815,0,0,0,0,0,1.20,1.20
11122,1.184,22764,0,0,0,0,0,1.20,1.20
11123,1.184,40716,0,0,0,0,0,1.20,1.20
11124,1.184,25733,0,0,0,0,0,1.20,1.20
11125,1.184,36125,0,0,0,0,0,1.20,1.20
11126,1.184,17629,0,0,0,0,0,1.20,1.20
11127,1.184,29073,0,0,0,0,0,1.20,1.20
11128,1.184,13513,0,0,0,0,0,1.20,1.20
11129,1.184,25673,0,0,0,0,0,1.20,1.20
11130,1.184,33436,0,0,0,0,0,1.20,1.20
11131,1.184,42390,0,0,0,0,0,1.20,1.20
11132,1.184,2926,0,0,0,0,0,1.20,1.20
11133,1.184,39294,0,0,0,0,0,1.20,1.20
11134,1.184,24597,0,0,0,0,0,1.20,1.20
11135,1.184,42405,0,0,0,0,0,1.20,1.20
11136,1.184,28514,0,0,0,0,0,1.20,1.20
11137,1.184,421,0,0,0,0,0,1.20,1.20
11138,1.184,38598,0,0,0,0,0,1.20,1.20
11139,1.184,201,0,0,0,0,0,1.20,1.20
11140,1.184,37921,0,0,0,0,0,1.20,1.20
11141,1.184,21351,0,0,0,0,0,1.20,1.20
11142,1.184,23690,0,0,0,0,0,1.20,1.20
11143,1.184,11669,0,0,0,0,0,1.20,1.20
11144,1.184,27503,0,0,0,0,0,1.20,1.20
11145,1.184,14024,0,0,0,0,0,1.20,1.20
11146,1.184,23261,0,0,0,0,0,1.20,1.20
11147,1.184,35066,0,0,0,0,0,1.20,1.20
11148,1.184,39548,0,0,0,0,0,1.20,1.20
11149,1.184,20354,0,0,0,0,0,1.20,1.20
11150,1.184,30161,0,0,0,0,0,1.20,1.20
11151,1.184,38369,0,0,0,0,0,1.20,1.20
11152,1.184,27213,0,0,0,0,0,1.20,1.20
11153,1.184,31249,0,0,0,0,0,1.20,1.20
11154,1.184,26311,0,0,0,0,0,1.20,1.20
11155,1.184,15062,0,0,0,0,0,1.20,1.20
11156,1.184,23973,0,0,0,0,0,1.20,1.20
11157,1.184,19574,0,0,0,0,0,1.20,1.20
11158,1.184,17692,0,0,0,0,0,1.20,1.20
11159,1.184,29862,0,0,0,0,0,1.20,1.20
11160,1.184,32249,0,0,0,0,0,1.20,1.20
11161,1.184,3968,0,0,0,0,0,1.20,1.20
11162,1.184,34018,0,0,0,0,0,1.20,1.20
11163,1.184,23575,0,0,0,0,0,1.20,1.20
11164,1.184,30318,0,0,0,0,0,1.20,1.20
11165,1.184,8378,0,0,0,0,0,1.20,1.20
11166,1.184,19519,0,0,0,0,0,1.20,1.20
11167,1.184,8233,0,0,0,0,0,1.20,1.20
11168,1.184,31698,0,0,0,0,0,1.20,1.20
11169,1.184,25224,0,0,0,0,0,1.20,1.20
11170,1.184,11173,0,0,0,0,0,1.20,1.20
11171,1.184,39281,0,0,0,0,0,1.20,1.20
11172,1.184,34167,0,0,0,0,0,1.20,1.20
11173,1.184,40071,0,0,0,0,0,1.20,1.20
11174,1.184,3030,0,0,0,0,0,1.20,1.20
11175,1.184,31503,0,0,0,0,0,1.20,1.20
11176,1.184,44123,0,0,0,0,0,1.20,1.20
11177,1.184,24989,0,0,0,0,0,1.20,1.20
11178,1.184,35001,0,0,0,0,0,1.20,1.20
11179,1.184,26694,0,0,0,0,0,1.20,1.20
11180,1.184,17252,0,0,0,0,0,1.20,1.20
11181,1.184,30952,0,0,0,0,0,1.20,1.20
11182,1.184,27948,0,0,0,0,0,1.20,1.20
11183,1.184,20644,0,0,0,0,0,1.20,1.20
11184,1.184,11270,0,0,0,0,0,1.20,1.20
11185,1.170,42607,0,0,0,0,0,1.20,1.20
11186,1.170,32312,0,0,0,0,0,1.20,1.20
11187,1.170,26023,0,0,0,0,0,1.20,1.20
11188,1.170,9960,0,0,0,0,0,1.20,1.20
11189,1.170,37165,0,0,0,0,0,1.20,1.20
11190,1.170,28806,0,0,0,0,0,1.20,1.20
11191,1.170,2237,0,0,0,0,0,1.20,1.20
11192,1.170,28568,0,0,0,0,0,1.20,1.20
11193,1.170,7453,0,0,0,0,0,1.20,1.20
11194,1.170,11631,0,0,0,0,0,1.20,1.20
11195,1.170,3762,0,0,0,0,0,1.20,1.20
11196,1.170,8650,0,0,0,0,0,1.20,1.20
11197,1.170,7410,0,0,0,0,0,1.20,1.20
11198,1.170,9540,0,0,0,0,0,1.20,1.20
11199,1.170,44108,0,0,0,0,0,1.20,1.20
11200,1.170,17621,0,0,0,0,0,1.20,1.20
11201,1.170,17289,0,0,0,0,0,1.20,1.20
11202,1.170,33797,0,0,0,0,0,1.20,1.20
11203,1.170,41544,0,0,0,0,0,1.20,1.20
11204,1.170,5760,0,0,0,0,0,1.20,1.20
11205,1.170,23365,0,0,0,0,0,1.20,1.20
11206,1.170,20383,0,0,0,0,0,1.20,1.20
11207,1.170,41135,0,0,0,0,0,1.20,1.20
11208,1.170,23106,0,0,0,0,0,1.20,1.20
11209,1.170,12544,0,0,0,0,0,1.20,1.20
11210,1.170,26931,0,0,0,0,0,1.20,1.20
11211,1.170,473,0,0,0,0,0,1.20,1.20
11212,1.170,1542,0,0,0,0,0,1.20,1.20
11213,1.170,6303,0,0,0,0,0,1.20,1.20
11214,1.170,34037,0,0,0,0,0,1.20,1.20
11215,1.170,26583,0,0,0,0,0,1.20,1.20
11216,1.170,6783,0,0,0,0,0,1.20,1.20
11217,1.170,30867,0,0,0,0,0,1.20,1.20
11218,1.170,11004,0,0,0,0,0,1.20,1.20
11219,1.160,21091,0,0,0,0,0,1.20,1.20
11220,1.160,32091,0,0,0,0,0,1.20,1.20
11221,1.160,3987,0,0,0,0,0,1.20,1.20
11222,1.160,33039,0,0,0,0,0,1.20,1.20
11223,1.160,26553,0,0,0,0,0,1.20,1.20
11224,1.160,5909,0,0,0,0,0,1.20,1.20
11225,1.160,18380,0,0,0,0,0,1.20,1.20
11226,1.160,44650,0,0,0,0,0,1.20,1.20
11227,1.160,41327,0,0,0,0,0,1.20,1.20
11228,1.160,18843,0,0,0,0,0,1.20,1.20
11229,1.160,4822,0,0,0,0,0,1.20,1.20
11230,1.160,3318,0,0,0,0,0,1.20,1.20
11231,1.160,10641,0,0,0,0,0,1.20,1.20
11232,1.160,44696,0,0,0,0,0,1.20,1.20
11233,1.160,35530,0,0,0,0,0,1.20,1.20
11234,1.147,7089,0,0,0,0,0,1.20,1.20
11235,1.147,19459,0,0,0,0,0,1.20,1.20
11236,1.147,18047,0,0,0,0,0,1.20,1.20
11237,1.147,13360,0,0,0,0,0,1.20,1.20
11238,1.147,17131,0,0,0,0,0,1.20,1.20
11239,1.147,39862,0,0,0,0,0,1.20,1.20
11240,1.147,25928,0,0,0,0,0,1.20,1.20
11241,1.147,34291,0,0,0,0,0,1.20,1.20
11242,1.147,21705,0,0,0,0,0,1.20,1.20
11243,1.147,37535,0,0,0,0,0,1.20,1.20
11244,1.147,41337,0,0,0,0,0,1.20,1.20
11245,1.161,16505,0,0,0,0,0,1.20,1.20
11246,1.161,4318,0,0,0,0,0,1.20,1.20
11247,1.161,26076,0,0,0,0,0,1.20,1.20
11248,1.161,38170,0,0,0,0,0,1.20,1.20
11249,1.161,23361,0,0,0,0,0,1.20,1.20
11250,1.161,34668,0,0,0,0,0,1.20,1.20
11251,1.161,29684,0,0,0,0,0,1.20,1.20
11252,1.161,307,0,0,0,0,0,1.20,1.20
11253,1.161,40528,0,0,0,0,0,1.20,1.20
11254,1.161,1727,0,0,0,0,0,1.20,1.20
11255,1.161,30260,0,0,0,0,0,1.20,1.20
11256,1.161,16307,0,0,0,0,0,1.20,1.20
11257,1.161,24353,0,0,0,0,0,1.20,1.20
11258,1.161,7868,0,0,0,0,0,1.20,1.20
11259,1.161,1233,0,0,0,0,0,1.20,1.20
11260,1.161,8501,0,0,0,0,0,1.20,1.20
11261,1.161,44710,0,0,0,0,0,1.20,1.20
11262,1.161,29149,0,0,0,0,0,1.20,1.20
11263,1.161,18885,0,0,0,0,0,1.20,1.20
11264,1.161,5448,0,0,0,0,0,1.20,1.20
11265,1.161,15998,0,0,0,0,0,1.20,1.20
11266,1.161,22400,0,0,0,0,0,1.20,1.20
11267,1.161,34493,0,0,0,0,0,1.20,1.20
11268,1.161,335,0,0,0,0,0,1.20,1.20
11269,1.161,13472,0,0,0,0,0,1.20,1.20
11270,1.161,68,0,0,0,0,0,1.20,1.20
11271,1.161,10256,0,0,0,0,0,1.20,1.20
11272,1.103,42847,0,0,0,0,0,1.20,1.20
11273,1.103,42130,0,0,0,0,0,1.20,1.20
11274,1.103,5060,0,0,0,0,0,1.20,1.20
11275,1.103,18323,0,0,0,0,0,1.20,1.20
11276,1.103,16159,0,0,0,0,0,1.20,1.20
11277,1.103,19997,0,0,0,0,0,1.20,1.20
11278,0.966,3991,0,0,0,0,0,1.20,1.20
11279,0.966,35301,0,0,0,0,0,1.20,1.20
11280,0.966,35247,0,0,0,0,0,1.20,1.20
11281,0.966,24730,0,0,0,0,0,1.20,1.20
11282,0.976,24945,0,0,0,0,0,1.20,1.20
11283,0.976,41405,0,0,0,0,0,1.20,1.20
11284,0.976,11992,0,0,0,0,0,1.20,1.20
11285,1.180,33099,0,0,0,0,0,1.20,1.20
11286,1.180,41753,0,0,0,0,0,1.20,1.20
11287,0.731,8818,0,0,0,0,0,1.20,1.20
11288,0.731,34695,0,0,0,0,0,1.20,1.20
11289,0.664,27982,0,0,0,0,0,1.20,1.20
11290,0.664,8444,0,0,0,0,0,1.20,1.20
11291,0.856,41912,0,0,0,0,0,1.20,1.20
11292,0.856,15398,0,0,0,0,0,1.20,1.20
11293,0.798,17967,0,0,0,0,0,1.20,1.20
11294,0.798,14606,0,0,0,0,0,1.20,1.20
11295,0.888,42905,0,0,0,0,0,1.20,1.20
11296,0.878,18485,0,0,0,0,0,1.20,1.20
11297,0.976,13449,0,0,0,0,0,1.20,1.20
11298,0.856,21918,0,0,0,0,0,1.20,1.20
11299,0.691,28443,0,0,0,0,0,1.20,1.20
11300,0.691,39246,0,0,0,0,0,1.20,1.20
11301,0.682,27464,0,0,0,0,0,1.20,1.20
11302,0.682,11860,0,0,0,0,0,1.20,1.20
11303,0.666,3680,0,0,0,0,0,1.20,1.20
11304,0.666,6392,0,0,0,0,0,1.20,1.20
11305,1.107,35407,0,0,0,0,0,1.20,1.20
11306,0.805,5156,0,0,0,0,0,1.20,1.20
11307,0.805,7774,0,0,0,0,0,1.20,1.20
11308,0.989,5115,0,0,0,0,0,1.20,1.20
11309,0.989,9934,0,0,0,0,0,1.20,1.20
11310,0.830,29886,0,0,0,0,0,1.20,1.20
11311,0.830,3403,0,0,0,0,0,1.20,1.20
11312,0.830,11610,0,0,0,0,0,1.20,1.20
11313,1.049,43047,0,0,0,0,0,1.20,1.20
11314,1.049,16572,0,0,0,0,0,1.20,1.20
11315,1.049,1142,0,0,0,0,0,1.20,1.20
11316,1.049,38645,0,0,0,0,0,1.20,1.20
11317,0.937,8560,0,0,0,0,0,1.20,1.20
11318,0.937,14348,0,0,0,0,0,1.20,1.20
11319,0.734,35754,0,0,0,0,0,1.20,1.20
11320,0.734,3335,0,0,0,0,0,1.20,1.20
11321,0.861,39810,0,0,0,0,0,1.20,1.20
11322,0.861,32356,0,0,0,0,0,1.20,1.20
11323,0.962,44393,0,0,0,0,0,1.20,1.20
11324,0.962,17611,0,0,0,0,0,1.20,1.20
11325,0.876,26100,0,0,0,0,0,1.20,1.20
11326,0.876,43269,0,0,0,0,0,1.20,1.20
11327,0.870,18899,0,0,0,0,0,1.20,1.20
11328,0.870,7026,0,0,0,0,0,1.20,1.20
11329,0.812,22412,0,0,0,0,0,1.20,1.20
11330,0.812,19846,0,0,0,0,0,1.20,1.20
11331,0.812,36353,0,0,0,0,0,1.20,1.20
11332,0.936,17739,0,0,0,0,0,1.20,1.20
11333,0.936,42102,0,0,0,0,0,1.20,1.20
11334,0.741,17384,0,0,0,0,0,1.20,1.20
11335,0.741,4996,0,0,0,0,0,1.20,1.20
11336,0.800,30553,0,0,0,0,0,1.20,1.20
11337,0.800,14401,0,0,0,0,0,1.20,1.20
11338,0.741,36289,0,0,0,0,0,1.20,1.20
11339,0.741,2660,0,0,0,0,0,1.20,1.20
11340,0.687,37677,0,0,0,0,0,1.20,1.20
11341,0.687,33420,0,0,0,0,0,1.20,1.20
11342,0.617,42324,0,0,0,0,0,1.20,1.20
11343,0.617,14178,0,0,0,0,0,1.20,1.20
11344,1.002,2841,0,0,0,0,0,1.20,1.20
11345,0.669,35163,0,0,0,0,0,1.20,1.20
11346,0.669,8034,0,0,0,0,0,1.20,1.20
11347,0.976,13938,0,0,0,0,0,1.20,1.20
11348,0.976,35323,0,0,0,0,0,1.20,1.20
11349,0.976,8468,0,0,0,0,0,1.20,1.20
11350,1.143,27769,0,0,0,0,0,1.20,1.20
11351,1.143,33441,0,0,0,0,0,1.20,1.20
11352,1.143,10009,0,0,0,0,0,1.20,1.20
11353,1.143,43753,0,0,0,0,0,1.20,1.20
11354,1.143,32105,0,0,0,0,0,1.20,1.20
11355,1.143,41143,0,0,0,0,0,1.20,1.20
11356,1.143,26347,0,0,0,0,0,1.20,1.20
11357,1.143,14841,0,0,0,0,0,1.20,1.20
11358,1.143,20317,0,0,0,0,0,1.20,1.20
11359,1.143,35288,0,0,0,0,0,1.20,1.20
11360,1.143,38970,0,0,0,0,0,1.20,1.20
11361,1.143,15475,0,0,0,0,0,1.20,1.20
11362,1.143,37627,0,0,0,0,0,1.20,1.20
11363,1.143,4041,0,0,0,0,0,1.20,1.20
11364,1.136,18170,0,0,0,0,0,1.20,1.20
11365,1.136,40187,0,0,0,0,0,1.20,1.20
11366,1.136,4089,0,0,0,0,0,1.20,1.20
11367,1.136,34403,0,0,0,0,0,1.20,1.20
11368,1.136,35971,0,0,0,0,0,1.20,1.20
11369,1.136,17114,0,0,0,0,0,1.20,1.20
11370,1.136,15377,0,0,0,0,0,1.20,1.20
11371,1.136,24783,0,0,0,0,0,1.20,1.20
11372,1.136,12982,0,0,0,0,0,1.20,1.20
11373,1.136,12944,0,0,0,0,0,1.20,1.20
11374,1.136,20320,0,0,0,0,0,1.20,1.20
11375,1.136,7853,0,0,0,0,0,1.20,1.20
11376,1.136,24153,0,0,0,0,0,1.20,1.20
11377,1.120,32290,0,0,0,0,0,1.20,1.20
11378,1.120,25468,0,0,0,0,0,1.20,1.20
11379,1.147,262,0,0,0,0,0,1.20,1.20
11380,1.147,19374,0,0,0,0,0,1.20,1.20
11381,1.147,33982,0,0,0,0,0,1.20,1.20
11382,1.147,8420,0,0,0,0,0,1.20,1.20
11383,1.147,5565,0,0,0,0,0,1.20,1.20
11384,1.147,17534,0,0,0,0,0,1.20,1.20
11385,1.147,38644,0,0,0,0,0,1.20,1.20
11386,1.147,37805,0,0,0,0,0,1.20,1.20
11387,1.147,32718,0,0,0,0,0,1.20,1.20
11388,1.147,42709,0,0,0,0,0,1.20,1.20
11389,1.147,34635,0,0,0,0,0,1.20,1.20
11390,1.147,17813,0,0,0,0,0,1.20,1.20
11391,1.147,23971,0,0,0,0,0,1.20,1.20
11392,1.147,5106,0,0,0,0,0,1.20,1.20
11393,1.147,10701,0,0,0,0,0,1.20,1.20
11394,1.147,22784,0,0,0,0,0,1.20,1.20
11395,1.147,2623,0,0,0,0,0,1.20,1.20
11396,1.147,27358,0,0,0,0,0,1.20,1.20
11397,1.192,13430,0,0,0,0,0,1.20,1.20
11398,1.192,602,0,0,0,0,0,1.20,1.20
11399,1.192,12638,0,0,0,0,0,1.20,1.20
11400,1.192,716,0,0,0,0,0,1.20,1.20
11401,1.039,3862,0,0,0,0,0,1.20,1.20
11402,1.039,38306,0,0,0,0,0,1.20,1.20
11403,1.039,42741,0,0,0,0,0,1.20,1.20
11404,1.039,18957,0,0,0,0,0,1.20,1.20
11405,1.039,7194,0,0,0,0,0,1.20,1.20
11406,1.039,36779,0,0,0,0,0,1.20,1.20
11407,1.039,16555,0,0,0,0,0,1.20,1.20
11408,1.115,38365,0,0,0,0,0,1.20,1.20
11409,1.115,16878,0,0,0,0,0,1.20,1.20
11410,1.115,5932,0,0,0,0,0,1.20,1.20
11411,1.115,4515,0,0,0,0,0,1.20,1.20
11412,1.115,28589,0,0,0,0,0,1.20,1.20
11413,1.115,41576,0,0,0,0,0,1.20,1.20
11414,1.115,20261,0,0,0,0,0,1.20,1.20
11415,1.115,33579,0,0,0,0,0,1.20,1.20
11416,1.115,35931,0,0,0,0,0,1.20,1.20
11417,1.112,35716,0,0,0,0,0,1.20,1.20
11418,1.112,43955,0,0,0,0,0,1.20,1.20
11419,1.112,23519,0,0,0,0,0,1.20,1.20
11420,1.112,16283,0,0,0,0,0,1.20,1.20
11421,1.112,28509,0,0,0,0,0,1.20,1.20
11422,1.112,27945,0,0,0,0,0,1.20,1.20
11423,1.112,43774,0,0,0,0,0,1.20,1.20
11424,1.112,26238,0,0,0,0,0,1.20,1.20
11425,1.112,15667,0,0,0,0,0,1.20,1.20
11426,1.112,2040,0,0,0,0,0,1.20,1.20
11427,1.112,322,0,0,0,0,0,1.20,1.20
11428,1.180,2551,0,0,0,0,0,1.20,1.20
11429,1.180,3182,0,0,0,0,0,1.20,1.20
11430,1.180,20615,0,0,0,0,0,1.20,1.20
11431,1.180,5166,0,0,0,0,0,1.20,1.20
11432,1.180,9699,0,0,0,0,0,1.20,1.20
11433,1.180,424,0,0,0,0,0,1.20,1.20
11434,1.180,29499,0,0,0,0,0,1.20,1.20
11435,1.180,13145,0,0,0,0,0,1.20,1.20
11436,1.180,40054,0,0,0,0,0,1.20,1.20
11437,1.180,24377,0,0,0,0,0,1.20,1.20
11438,1.180,37957,0,0,0,0,0,1.20,1.20
11439,1.180,9853,0,0,0,0,0,1.20,1.20
11440,1.180,22433,0,0,0,0,0,1.20,1.20
11441,1.180,30545,0,0,0,0,0,1.20,1.20
11442,1.180,18104,0,0,0,0,0,1.20,1.20
11443,1.180,24382,0,0,0,0,0,1.20,1.20
11444,1.180,9108,0,0,0,0,0,1.20,1.20
11445,1.180,34082,0,0,0,0,0,1.20,1.20
11446,1.180,23200,0,0,0,0,0,1.20,1.20
11447,1.180,6364,0,0,0,0,0,1.20,1.20
11448,1.180,15218,0,0,0,0,0,1.20,1.20
11449,1.180,6413,0,0,0,0,0,1.20,1.20
11450,1.180,15627,0,0,0,0,0,1.20,1.20
11451,1.180,23483,0,0,0,0,0,1.20,1.20
11452,1.180,7490,0,0,0,0,0,1.20,1.20
11453,1.180,4955,0,0,0,0,0,1.20,1.20
11454,1.180,22593,0,0,0,0,0,1.20,1.20
11455,1.180,26206,0,0,0,0,0,1.20,1.20
11456,1.180,39262,0,0,0,0,0,1.20,1.20
11457,1.180,24063,0,0,0,0,0,1.20,1.20
11458,1.103,28020,0,0,0,0,0,1.20,1.20
11459,1.103,22862,0,0,0,0,0,1.20,1.20
11460,0.631,41823,0,0,0,0,0,1.20,1.20
11461,0.631,35904,0,0,0,0,0,1.20,1.20
11462,1.158,33011,0,0,0,0,0,1.20,1.20
11463,1.006,4804,0,0,0,0,0,1.20,1.20
11464,0.610,30272,0,0,0,0,0,1.20,1.20
11465,0.610,16221,0,0,0,0,0,1.20,1.20
11466,0.606,37482,0,0,0,0,0,1.20,1.20
11467,0.606,28635,0,0,0,0,0,1.20,1.20
11468,0.615,43139,0,0,0,0,0,1.20,1.20
11469,0.615,12519,0,0,0,0,0,1.20,1.20
11470,0.760,40946,0,0,0,0,0,1.20,1.20
11471,0.781,36159,0,0,0,0,0,1.20,1.20
11472,0.675,42150,0,0,0,0,0,1.20,1.20
11473,0.675,1000,0,0,0,0,0,1.20,1.20
11474,0.713,19900,0,0,0,0,0,1.20,1.20
11475,0.713,20780,0,0,0,0,0,1.20,1.20
11476,0.760,13908,0,0,0,0,0,1.20,1.20
11477,0.760,33960,0,0,0,0,0,1.20,1.20
11478,1.062,17211,0,0,0,0,0,1.20,1.20
11479,1.062,3615,0,0,0,0,0,1.20,1.20
11480,0.869,19551,0,0,0,0,0,1.20,1.20
11481,0.869,36621,0,0,0,0,0,1.20,1.20
11482,0.999,29407,0,0,0,0,0,1.20,1.20
11483,0.999,41818,0,0,0,0,0,1.20,1.20
11484,1.078,34312,0,0,0,0,0,1.20,1.20
11485,1.078,19611,0,0,0,0,0,1.20,1.20
11486,1.078,41696,0,0,0,0,0,1.20,1.20
11487,1.078,13293,0,0,0,0,0,1.20,1.20
11488,1.078,1591,0,0,0,0,0,1.20,1.20
11489,1.078,25869,0,0,0,0,0,1.20,1.20
11490,1.162,27409,0,0,0,0,0,1.20,1.20
11491,1.162,8980,0,0,0,0,0,1.20,1.20
11492,0.758,23242,0,0,0,0,0,1.20,1.20
11493,0.758,15835,0,0,0,0,0,1.20,1.20
11494,1.072,37777,0,0,0,0,0,1.20,1.20
11495,1.072,518,0,0,0,0,0,1.20,1.20
11496,1.000,16687,0,0,0,0,0,1.20,1.20
11497,1.000,26120,0,0,0,0,0,1.20,1.20
11498,1.111,28741,0,0,0,0,0,1.20,1.20
11499,0.946,28527,0,0,0,0,0,1.20,1.20
11500,0.825,39645,0,0,0,0,0,1.20,1.20
11501,1.022,30703,0,0,0,0,0,1.20,1.20
11502,0.645,21855,0,0,0,0,0,1.20,1.20
11503,0.645,42372,0,0,0,0,0,1.20,1.20
11504,0.792,40398,0,0,0,0,0,1.20,1.20
11505,0.792,1355,0,0,0,0,0,1.20,1.20
11506,0.831,18967,0,0,0,0,0,1.20,1.20
11507,0.831,43361,0,0,0,0,0,1.20,1.20
11508,0.693,2863,0,0,0,0,0,1.20,1.20
11509,0.693,31705,0,0,0,0,0,1.20,1.20
11510,0.823,40971,0,0,0,0,0,1.20,1.20
11511,0.823,42890,0,0,0,0,0,1.20,1.20
11512,0.951,27976,0,0,0,0,0,1.20,1.20
11513,0.951,40329,0,0,0,0,0,1.20,1.20
11514,0.803,42578,0,0,0,0,0,1.20,1.20
11515,0.803,15577,0,0,0,0,0,1.20,1.20
11516,0.803,43812,0,0,0,0,0,1.20,1.20
11517,1.100,35327,0,0,0,0,0,1.20,1.20
11518,1.100,14353,0,0,0,0,0,1.20,1.20
