VID,PID,Hang,Vang
117,44829,25.0,0.0
118,44830,27.0,0.0
119,44831,27.0,0.0
120,44832,27.0,0.0
121,44833,280.0,0.0
122,44834,140.0,0.0
123,44835,295.0,0.0
124,44836,130.0,0.0
125,44837,130.0,0.0
126,44838,130.0,0.0
127,44839,220.0,90.0
128,44840,220.0,90.0
129,44841,220.0,90.0
130,44842,220.0,90.0
131,44843,220.0,90.0
132,44844,220.0,90.0
133,44845,35.0,90.0
134,44846,35.0,90.0
135,44847,35.0,90.0
136,44848,115.0,90.0
137,44849,115.0,90.0
138,44850,115.0,90.0
139,44851,115.0,90.0
140,44852,115.0,90.0
141,44853,115.0,90.0
142,44854,115.0,90.0
143,44855,115.0,90.0
144,44856,115.0,90.0
145,44857,300.0,90.0
146,44858,300.0,90.0
147,44859,300.0,90.0
148,44860,290.0,90.0
149,44861,290.0,90.0
150,44862,290.0,90.0
151,44863,20.0,90.0
152,44864,20.0,90.0
153,44865,20.0,90.0
154,44866,20.0,90.0
155,44867,20.0,90.0
156,44868,20.0,90.0
157,44869,85.0,90.0
158,44870,85.0,90.0
159,44871,85.0,90.0
160,44872,220.0,90.0
161,44873,220.0,90.0
162,44874,220.0,90.0
163,44875,90.0,90.0
164,44876,90.0,90.0
165,44877,90.0,90.0
166,44878,90.0,90.0
167,44879,90.0,90.0
168,44880,90.0,90.0
169,44881,265.0,90.0
170,44882,265.0,90.0
171,44883,265.0,90.0
172,44884,205.0,90.0
173,44885,205.0,90.0
174,44886,205.0,90.0
175,44887,90.0,90.0
176,44888,90.0,90.0
177,44889,90.0,90.0
178,44890,25.0,90.0
179,44891,25.0,90.0
180,44892,25.0,90.0
181,44893,275.0,90.0
182,44894,275.0,90.0
183,44895,275.0,90.0
184,44896,205.0,90.0
185,44897,205.0,90.0
186,44898,205.0,90.0
187,44899,205.0,90.0
188,44900,205.0,90.0
189,44901,205.0,90.0
190,44902,205.0,90.0
191,44903,205.0,90.0
192,44904,205.0,90.0
193,44905,35.0,90.0
194,44906,35.0,90.0
195,44907,35.0,90.0
196,44908,205.0,90.0
197,44909,205.0,90.0
198,44910,205.0,90.0
199,44911,160.0,90.0
200,44912,160.0,90.0
201,44913,160.0,90.0
202,44914,230.0,90.0
203,44915,230.0,90.0
204,44916,230.0,90.0
205,44917,50.0,90.0
206,44918,50.0,90.0
207,44919,50.0,90.0
208,44920,205.0,90.0
209,44921,205.0,90.0
210,44922,205.0,90.0
211,44923,205.0,90.0
212,44924,205.0,90.0
213,44925,205.0,90.0
214,44926,65.0,90.0
215,44927,65.0,90.0
216,44928,65.0,90.0
217,44929,90.0,90.0
218,44930,90.0,90.0
219,44931,90.0,90.0
220,44932,20.0,90.0
221,44933,20.0,90.0
222,44934,20.0,90.0
223,44935,20.0,90.0
224,44936,20.0,90.0
225,44937,20.0,90.0
226,44938,210.0,90.0
227,44939,210.0,90.0
228,44940,210.0,90.0
229,44941,285.0,90.0
230,44942,285.0,90.0
231,44943,285.0,90.0
232,44944,205.0,90.0
233,44945,205.0,90.0
234,44946,205.0,90.0
235,44947,290.0,90.0
236,44948,290.0,90.0
237,44949,290.0,90.0
238,44950,100.0,90.0
239,44951,100.0,90.0
240,44952,100.0,90.0
241,44953,100.0,90.0
242,44954,100.0,90.0
243,44955,100.0,90.0
244,44956,280.0,90.0
245,44957,280.0,90.0
246,44958,280.0,90.0
247,44959,280.0,90.0
248,44960,280.0,90.0
249,44961,280.0,90.0
250,44962,270.0,90.0
251,44963,270.0,90.0
252,44964,270.0,90.0
253,44965,290.0,90.0
254,44966,290.0,90.0
255,44967,290.0,90.0
256,44968,230.0,90.0
257,44969,230.0,90.0
258,44970,230.0,90.0
259,44971,115.0,90.0
260,44972,115.0,90.0
261,44973,115.0,90.0
262,44974,295.0,90.0
263,44975,295.0,90.0
264,44976,295.0,90.0
265,44977,105.0,90.0
266,44978,105.0,90.0
267,44979,105.0,90.0
268,44980,105.0,90.0
269,44981,105.0,90.0
270,44982,105.0,90.0
271,44983,290.0,90.0
272,44984,290.0,90.0
273,44985,290.0,90.0
274,44986,290.0,90.0
275,44987,290.0,90.0
276,44988,290.0,90.0
277,44989,85.0,90.0
278,44990,85.0,90.0
279,44991,85.0,90.0
280,44992,80.0,90.0
281,44993,80.0,90.0
282,44994,80.0,90.0
283,44995,80.0,90.0
284,44996,80.0,90.0
285,44997,80.0,90.0
286,44998,105.0,90.0
287,44999,105.0,90.0
288,45000,105.0,90.0
289,45001,275.0,90.0
290,45002,275.0,90.0
291,45003,275.0,90.0
292,45004,210.0,90.0
293,45005,210.0,90.0
294,45006,210.0,90.0
295,45007,35.0,90.0
296,45008,35.0,90.0
297,45009,35.0,90.0
298,45010,277.0,90.0
299,45011,277.0,90.0
300,45012,277.0,90.0
301,45013,270.0,90.0
302,45014,270.0,90.0
303,45015,270.0,90.0
304,45016,25.0,90.0
305,45017,25.0,90.0
306,45018,25.0,90.0
307,45019,205.0,90.0
308,45020,205.0,90.0
309,45021,205.0,90.0
310,45022,215.0,90.0
311,45023,215.0,90.0
312,45024,215.0,90.0
313,45025,25.0,90.0
314,45026,25.0,90.0
315,45027,25.0,90.0
316,45028,25.0,90.0
317,45029,25.0,90.0
318,45030,25.0,90.0
319,45031,35.0,90.0
320,45032,35.0,90.0
321,45033,35.0,90.0
322,45034,220.0,90.0
323,45035,220.0,90.0
324,45036,220.0,90.0
325,45037,220.0,90.0
326,45038,220.0,90.0
327,45039,220.0,90.0
328,45040,220.0,90.0
329,45041,220.0,90.0
330,45042,220.0,90.0
331,45043,220.0,90.0
332,45044,220.0,90.0
333,45045,220.0,90.0
334,45046,330.0,90.0
335,45047,330.0,90.0
336,45048,330.0,90.0
337,45049,295.0,90.0
338,45050,295.0,90.0
339,45051,295.0,90.0
340,45052,295.0,90.0
341,45053,295.0,90.0
342,45054,295.0,90.0
343,45055,295.0,90.0
344,45056,295.0,90.0
345,45057,295.0,90.0
346,45058,117.0,90.0
347,45059,117.0,90.0
348,45060,117.0,90.0
349,45061,117.0,90.0
350,45062,117.0,90.0
351,45063,117.0,90.0
352,45064,117.0,90.0
353,45065,117.0,90.0
354,45066,117.0,90.0
355,45067,117.0,90.0
356,45068,117.0,90.0
357,45069,117.0,90.0
358,45070,125.0,90.0
359,45071,125.0,90.0
360,45072,125.0,90.0
361,45073,68.0,90.0
362,45074,68.0,90.0
363,45075,68.0,90.0
364,45076,75.0,90.0
365,45077,75.0,90.0
366,45078,75.0,90.0
367,45079,85.0,90.0
368,45080,85.0,90.0
369,45081,85.0,90.0
370,45082,270.0,90.0
371,45083,270.0,90.0
372,45084,270.0,90.0
373,45085,265.0,90.0
374,45086,265.0,90.0
375,45087,265.0,90.0
376,45088,270.0,90.0
377,45089,270.0,90.0
378,45090,270.0,90.0
379,45091,205.0,90.0
380,45092,205.0,90.0
381,45093,205.0,90.0
382,45094,25.0,90.0
383,45095,25.0,90.0
384,45096,25.0,90.0
385,45097,205.0,90.0
386,45098,205.0,90.0
387,45099,205.0,90.0
388,45100,205.0,90.0
389,45101,205.0,90.0
390,45102,205.0,90.0
391,45103,205.0,90.0
392,45104,205.0,90.0
393,45105,205.0,90.0
394,45106,10.0,90.0
395,45107,10.0,90.0
396,45108,10.0,90.0
397,45109,25.0,90.0
398,45110,25.0,90.0
399,45111,25.0,90.0
400,45112,205.0,90.0
401,45113,205.0,90.0
402,45114,205.0,90.0
403,45115,205.0,90.0
404,45116,205.0,90.0
405,45117,205.0,90.0
406,45118,220.0,90.0
407,45119,220.0,90.0
408,45120,220.0,90.0
409,45121,40.0,90.0
410,45122,40.0,90.0
411,45123,40.0,90.0
412,45124,45.0,90.0
413,45125,45.0,90.0
414,45126,45.0,90.0
415,45127,295.0,90.0
416,45128,295.0,90.0
417,45129,295.0,90.0
418,45130,205.0,90.0
419,45131,205.0,90.0
420,45132,205.0,90.0
421,45133,35.0,90.0
422,45134,35.0,90.0
423,45135,35.0,90.0
424,45136,30.0,90.0
425,45137,30.0,90.0
426,45138,30.0,90.0
427,45139,35.0,90.0
428,45140,35.0,90.0
429,45141,35.0,90.0
430,45142,40.0,90.0
431,45143,40.0,90.0
432,45144,40.0,90.0
433,45145,255.0,90.0
434,45146,255.0,90.0
435,45147,255.0,90.0
436,45148,265.0,90.0
437,45149,265.0,90.0
438,45150,265.0,90.0
439,45151,280.0,90.0
440,45152,280.0,90.0
441,45153,280.0,90.0
442,45154,280.0,90.0
443,45155,280.0,90.0
444,45156,280.0,90.0
445,45157,220.0,90.0
446,45158,220.0,90.0
447,45159,220.0,90.0
448,45160,220.0,90.0
449,45161,220.0,90.0
450,45162,220.0,90.0
451,45163,295.0,90.0
452,45164,295.0,90.0
453,45165,295.0,90.0
454,45166,25.0,90.0
455,45167,25.0,90.0
456,45168,25.0,90.0
457,45169,285.0,90.0
458,45170,285.0,90.0
459,45171,285.0,90.0
460,45172,285.0,90.0
461,45173,285.0,90.0
462,45174,285.0,90.0
463,45175,205.0,90.0
464,45176,205.0,90.0
465,45177,205.0,90.0
466,45178,295.0,90.0
467,45179,295.0,90.0
468,45180,295.0,90.0
469,45181,30.0,90.0
470,45182,30.0,90.0
471,45183,30.0,90.0
472,45184,30.0,90.0
473,45185,30.0,90.0
474,45186,30.0,90.0
475,45187,25.0,90.0
476,45188,25.0,90.0
477,45189,25.0,90.0
478,45190,27.0,90.0
479,45191,27.0,90.0
480,45192,27.0,90.0
481,45193,27.0,90.0
482,45194,27.0,90.0
483,45195,27.0,90.0
484,45196,27.0,90.0
485,45197,27.0,90.0
486,45198,27.0,90.0
487,45199,280.0,90.0
488,45200,280.0,90.0
489,45201,280.0,90.0
490,45202,140.0,90.0
491,45203,140.0,90.0
492,45204,140.0,90.0
493,45205,295.0,90.0
494,45206,295.0,90.0
495,45207,295.0,90.0
496,45208,130.0,90.0
497,45209,130.0,90.0
498,45210,130.0,90.0
499,45211,130.0,90.0
500,45212,130.0,90.0
501,45213,130.0,90.0
502,45214,130.0,90.0
503,45215,130.0,90.0
504,45216,130.0,90.0
505,45217,55.0,90.0
506,45218,160.0,90.0
507,45219,170.0,90.0
508,45220,160.0,90.0
509,45221,75.0,90.0
510,45222,75.0,90.0
511,45223,270.0,90.0
512,45224,195.0,90.0
