x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
9334.2744,9957.4131,35.8964,0.9580,18.0000,0,0,0,0,0
9334.8494,9958.2310,35.8772,0.9580,18.0000,0,0,0,0,0
9335.4244,9959.0487,35.8582,0.9579,18.0000,0,0,0,0,0
9335.9996,9959.8663,35.8392,0.9576,18.0000,0,0,0,0,0
9336.5749,9960.6838,35.8205,0.9573,18.0000,0,0,0,0,0
9337.1506,9961.5010,35.8020,0.9569,18.0000,0,0,0,0,0
9337.7266,9962.3179,35.7839,0.9564,18.0000,0,0,0,0,0
9338.3031,9963.1346,35.7661,0.9558,18.0000,0,0,0,0,0
9338.8801,9963.9510,35.7488,0.9552,18.0000,0,0,0,0,0
9339.4576,9964.7670,35.7319,0.9545,18.0000,0,0,0,0,0
9340.0357,9965.5826,35.7156,0.9538,18.0000,0,0,0,0,0
9340.6145,9966.3978,35.6998,0.9531,18.0000,0,0,0,0,0
9341.1938,9967.2125,35.6845,0.9523,18.0000,0,0,0,0,0
9341.7741,9968.0271,35.6699,0.9514,18.0000,0,0,0,0,0
9342.3545,9968.8406,35.6558,0.9506,18.0000,0,0,0,0,0
9342.9373,9969.6558,35.6424,0.9497,18.0000,0,0,0,0,0
9343.5215,9970.4715,35.6295,0.9489,18.0000,0,0,0,0,0
9344.1034,9971.2826,35.6173,0.9479,18.0000,0,0,0,0,0
9344.6851,9972.0914,35.6058,0.9465,18.0000,0,0,0,0,0
9345.2712,9972.9036,35.5947,0.9446,18.0000,0,0,0,0,0
9345.8577,9973.7126,35.5842,0.9422,18.0000,0,0,0,0,0
9346.4468,9974.5208,35.5741,0.9394,18.0000,0,0,0,0,0
9347.0383,9975.3270,35.5644,0.9361,18.0000,0,0,0,0,0
9347.6326,9976.1313,35.5551,0.9324,18.0000,0,0,0,0,0
9348.2301,9976.9332,35.5462,0.9284,18.0000,0,0,0,0,0
9348.8310,9977.7326,35.5375,0.9239,18.0000,0,0,0,0,0
9349.4356,9978.5292,35.5292,0.9190,18.0000,0,0,0,0,0
9350.0443,9979.3227,35.5211,0.9137,18.0000,0,0,0,0,0
9350.6574,9980.1128,35.5132,0.9080,18.0000,0,0,0,0,0
9351.2751,9980.8993,35.5056,0.9019,18.0000,0,0,0,0,0
9351.8977,9981.6820,35.4981,0.8954,18.0000,0,0,0,0,0
9352.5255,9982.4604,35.4909,0.8885,18.0000,0,0,0,0,0
9353.1589,9983.2342,35.4838,0.8811,18.0000,0,0,0,0,0
9353.7982,9984.0033,35.4768,0.8732,18.0000,0,0,0,0,0
9354.4436,9984.7671,35.4700,0.8649,18.0000,0,0,0,0,0
9355.0956,9985.5254,35.4633,0.8561,18.0000,0,0,0,0,0
9355.7543,9986.2776,35.4567,0.8468,18.0000,0,0,0,0,0
