x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
9428.2452,9823.7896,34.1188,1.6857,18.0000,0,0,0,0,0
9428.1328,9824.7836,34.1247,1.6811,18.0000,0,0,0,0,0
9428.0250,9825.7776,34.1307,1.6767,18.0000,0,0,0,0,0
9427.9214,9826.7733,34.1367,1.6721,18.0000,0,0,0,0,0
9427.8228,9827.7661,34.1427,1.6671,18.0000,0,0,0,0,0
9427.7300,9828.7540,34.1486,1.6616,18.0000,0,0,0,0,0
9427.6411,9829.7625,34.1544,1.6562,18.0000,0,0,0,1,0
9427.5574,9830.7702,34.1600,1.6515,18.0000,0,0,0,0,0
9427.4792,9831.7629,34.1652,1.6484,18.0000,0,0,0,0,0
9427.4030,9832.7573,34.1701,1.6482,18.0000,0,0,0,0,0
9427.3244,9833.7602,34.1747,1.6523,18.0000,0,0,0,0,0
9427.2416,9834.7324,34.1786,1.6637,18.0000,0,0,0,0,0
9427.1410,9835.7285,34.1821,1.6820,18.0000,0,0,0,0,0
9427.0177,9836.7385,34.1849,1.7054,18.0000,0,0,0,0,0
9426.8696,9837.7335,34.1869,1.7342,18.0000,0,0,0,0,0
9426.6939,9838.7020,34.1878,1.7733,18.0000,0,0,0,0,0
9426.4705,9839.6773,34.1873,1.8538,18.0000,0,0,0,0,0
9426.1360,9840.6205,34.1846,2.0120,18.0000,0,0,0,0,0
9425.6204,9841.4773,34.1798,2.1950,18.0000,0,0,0,0,0
9424.9713,9842.2375,34.1742,2.3236,18.0000,0,0,0,0,0
9424.2549,9842.9349,34.1681,2.4022,18.0000,0,0,0,0,0
9423.4915,9843.5872,34.1611,2.4710,18.0000,0,0,0,0,0
9422.6824,9844.1822,34.1525,2.5894,18.0000,0,0,0,0,0
9421.8115,9844.6224,34.1456,2.8026,18.0000,0,0,0,0,0
9420.8974,9844.8115,34.1559,3.0053,18.0000,0,0,0,0,0
9419.8178,9844.8958,34.1854,3.0767,18.0000,0,0,0,0,0
9418.8109,9844.9471,34.2182,3.0954,18.0000,0,0,0,0,0
9417.8404,9844.9873,34.2532,3.1019,18.0000,0,0,0,0,0
9416.8289,9845.0259,34.2911,3.1049,18.0000,0,0,0,0,0
9415.8348,9845.0609,34.3294,3.1073,18.0000,0,0,0,0,0
9414.8333,9845.0943,34.3682,3.1092,18.0000,0,0,0,0,0
9413.8334,9845.1258,34.4071,3.1109,18.0000,0,0,0,0,0
9412.8329,9845.1556,34.4460,3.1125,18.0000,0,0,0,0,0
9411.8325,9845.1839,34.4847,3.1141,18.0000,0,0,0,0,0
9410.8327,9845.2105,34.5230,3.1158,18.0000,0,0,0,0,0
9409.8331,9845.2355,34.5608,3.1175,18.0000,0,0,0,0,0
9408.8344,9845.2586,34.5978,3.1194,18.0000,0,0,0,0,0
9407.8363,9845.2798,34.6341,3.1216,18.0000,0,0,0,0,0
9406.8380,9845.2986,34.6692,3.1240,18.0000,0,0,0,0,0
9405.8343,9845.3150,34.7032,3.1265,18.0000,0,0,0,0,0
9404.8331,9845.3288,34.7358,3.1290,18.0000,0,0,0,0,0
9403.8345,9845.3401,34.7671,3.1315,18.0000,0,0,0,0,0
9402.8354,9845.3489,34.7972,3.1338,18.0000,0,0,0,0,0
9401.8363,9845.3556,34.8262,3.1360,18.0000,0,0,0,0,0
9400.8378,9845.3601,34.8541,3.1379,18.0000,0,0,0,0,0
9399.8369,9845.3630,34.8812,3.1394,18.0000,0,0,0,0,0
9398.8445,9845.3645,34.9074,3.1406,18.0000,0,0,0,0,0
9397.8242,9845.3651,34.9339,3.1412,18.0000,0,0,0,0,0
9397.0156,9845.3652,34.9547,3.1414,18.0000,0,0,0,1,0
