wp_id,x,y,z,yaw,velocity,change_flag
359,10889.7152,11227.1380,59.1295,0.4719,38.2852,0
360,10890.6681,11227.6118,59.1378,0.4709,38.4895,0
361,10891.6294,11228.0856,59.1546,0.4710,38.8250,0
362,10892.5971,11228.5615,59.1809,0.4713,39.0900,0
363,10893.5709,11229.0409,59.2067,0.4718,39.3651,0
364,10894.5511,11229.5256,59.2290,0.4726,39.6186,0
365,10895.5374,11230.0159,59.2409,0.4735,39.9326,0
366,10896.5301,11230.5123,59.2387,0.4743,40.2459,0
367,10897.5292,11231.0124,59.2318,0.4747,40.4558,0
368,10898.5349,11231.5164,59.2316,0.4740,40.7455,0
369,10899.5480,11232.0223,59.2357,0.4724,40.9889,0
370,10900.5688,11232.5277,59.2481,0.4714,41.1956,0
371,10901.5974,11233.0334,59.2652,0.4702,41.5177,0
372,10902.6321,11233.5410,59.2789,0.4680,41.6828,0
373,10903.6734,11234.0487,59.2900,0.4663,41.8973,0
374,10904.7206,11234.5577,59.2983,0.4654,42.1156,0
375,10905.7731,11235.0672,59.3057,0.4663,42.3103,0
376,10906.8304,11235.5787,59.3159,0.4671,42.4955,0
377,10907.8904,11236.0952,59.3307,0.4669,42.6118,0
378,10908.9555,11236.6143,59.3464,0.4663,42.8379,0
379,10910.0269,11237.1341,59.3510,0.4652,43.0900,0
380,10911.1043,11237.6549,59.3417,0.4649,43.2973,0
381,10912.1864,11238.1768,59.3328,0.4645,43.4235,0
382,10913.2733,11238.7011,59.3319,0.4640,43.5902,0
383,10914.3630,11239.2285,59.3518,0.4630,43.7477,0
384,10915.4583,11239.7562,59.3796,0.4626,43.9990,0
385,10916.5581,11240.2856,59.3901,0.4615,44.1229,0
386,10917.6627,11240.8166,59.3877,0.4601,44.2900,0
387,10918.7723,11241.3474,59.3919,0.4591,44.4410,0
388,10919.8864,11241.8782,59.4112,0.4587,44.6110,0
389,10921.0051,11242.4097,59.4319,0.4589,44.7766,0
390,10922.1288,11242.9430,59.4416,0.4606,44.9303,0
391,10923.2558,11243.4799,59.4430,0.4627,45.0767,0
392,10924.1589,11243.9131,59.4478,0.4642,45.2098,0
393,10925.0634,11244.3495,59.4580,0.4656,45.3474,0
394,10925.9688,11244.7895,59.4725,0.4671,45.4336,0
395,10926.8768,11245.2315,59.4869,0.4680,45.5714,0
396,10927.7870,11245.6758,59.4970,0.4680,45.6959,0
397,10928.6997,11246.1225,59.5015,0.4676,45.8697,0
398,10929.6161,11246.5688,59.4995,0.4683,46.0280,0
399,10930.5347,11247.0174,59.4960,0.4685,46.1725,0
400,10931.4551,11247.4676,59.4978,0.4685,46.2420,0
401,10932.3778,11247.9197,59.5042,0.4679,46.3328,0
