wp_id,x,y,z,yaw,velocity,change_flag
263,9682.1997,13022.0352,50.9646,-2.8547,39.9616,0
264,9681.1357,13021.7162,50.9569,-2.8547,40.0021,0
265,9680.0706,13021.3968,50.9490,-2.8548,40.0538,0
266,9679.0042,13021.0771,50.9410,-2.8548,40.0997,0
267,9677.9366,13020.7572,50.9337,-2.8548,40.1509,0
268,9676.8678,13020.4370,50.9270,-2.8548,40.1916,0
269,9675.7978,13020.1168,50.9207,-2.8548,40.2301,0
270,9674.7269,13019.7960,50.9149,-2.8548,40.2648,0
271,9673.6550,13019.4750,50.9102,-2.8548,40.2990,0
272,9672.5821,13019.1540,50.9053,-2.8548,40.3403,0
273,9671.5083,13018.8328,50.9012,-2.8548,40.3798,0
274,9670.4335,13018.5111,50.8988,-2.8547,40.4179,0
275,9669.3577,13018.1894,50.8964,-2.8547,40.4508,0
276,9668.2809,13017.8671,50.8928,-2.8546,40.4832,0
277,9667.2031,13017.5445,50.8884,-2.8546,40.5227,0
278,9666.1241,13017.2216,50.8842,-2.8545,40.5691,0
279,9665.0441,13016.8982,50.8790,-2.8544,40.6105,0
280,9663.9628,13016.5744,50.8719,-2.8543,40.6622,0
281,9662.8804,13016.2500,50.8640,-2.8543,40.7016,0
282,9661.7970,13015.9252,50.8563,-2.8543,40.7508,0
283,9660.7125,13015.6000,50.8490,-2.8543,40.7914,0
284,9659.6267,13015.2745,50.8415,-2.8543,40.8402,0
285,9658.5399,13014.9486,50.8340,-2.8544,40.8750,0
286,9657.4518,13014.6224,50.8262,-2.8546,40.9174,0
287,9656.3627,13014.2961,50.8179,-2.8549,40.9589,0
288,9655.2724,13013.9699,50.8104,-2.8550,40.9914,0
289,9654.1811,13013.6436,50.8040,-2.8553,41.0288,0
290,9653.0887,13013.3175,50.7988,-2.8554,41.0592,0
291,9651.9955,13012.9914,50.7951,-2.8557,41.0924,0
292,9650.9014,13012.6653,50.7926,-2.8558,41.1191,0
293,9649.8066,13012.3391,50.7904,-2.8560,41.1532,0
294,9648.7109,13012.0130,50.7876,-2.8561,41.1757,0
295,9647.6145,13011.6866,50.7852,-2.8564,41.2049,0
296,9646.5173,13011.3604,50.7838,-2.8565,41.2329,0
297,9645.4193,13011.0340,50.7819,-2.8566,41.2596,0
298,9644.3203,13010.7075,50.7787,-2.8568,41.2880,0
299,9643.2205,13010.3808,50.7746,-2.8570,41.3266,0
300,9642.1197,13010.0543,50.7708,-2.8571,41.3575,0
301,9641.0180,13009.7273,50.7675,-2.8574,41.3950,0
302,9639.9154,13009.4000,50.7638,-2.8576,41.4212,0
303,9638.8113,13009.0726,50.7584,-2.8576,41.5017,0
304,9637.7039,13008.7442,50.7516,-2.8577,41.6774,0
305,9636.5913,13008.4144,50.7441,-2.8577,41.8964,0
306,9635.4720,13008.0825,50.7368,-2.8576,42.1681,0
307,9634.3450,13007.7480,50.7306,-2.8576,42.4583,0
308,9633.2104,13007.4113,50.7252,-2.8574,42.8019,0
309,9632.0664,13007.0715,50.7188,-2.8573,43.1721,0
310,9630.9119,13006.7285,50.7125,-2.8571,43.5521,0
311,9629.7478,13006.3822,50.7078,-2.8569,43.9090,0
312,9628.5745,13006.0332,50.7037,-2.8567,44.2493,0
313,9627.3920,13005.6811,50.6997,-2.8566,44.6017,0
314,9626.2005,13005.3260,50.6950,-2.8564,44.9370,0
315,9625.2408,13005.0400,50.6916,-2.8563,45.2134,0
316,9624.2755,13004.7522,50.6882,-2.8561,45.4669,0
317,9623.3046,13004.4624,50.6848,-2.8560,45.7295,0
318,9622.3283,13004.1711,50.6814,-2.8559,45.9884,0
319,9621.3465,13003.8779,50.6775,-2.8558,46.2461,0
320,9620.3592,13003.5829,50.6732,-2.8557,46.5067,0
321,9619.3663,13003.2862,50.6691,-2.8555,46.7640,0
322,9618.3678,13002.9876,50.6655,-2.8554,47.0348,0
323,9617.3636,13002.6871,50.6623,-2.8552,47.3100,0
324,9616.3538,13002.3845,50.6592,-2.8552,47.5765,0
325,9615.3383,13002.0803,50.6560,-2.8551,47.8472,0
326,9614.3172,13001.7743,50.6529,-2.8551,48.1054,0
327,9613.2905,13001.4667,50.6494,-2.8551,48.3485,0
328,9612.2582,13001.1574,50.6456,-2.8551,48.6302,0
329,9611.2203,13000.8466,50.6415,-2.8551,48.8970,0
330,9610.1767,13000.5340,50.6372,-2.8551,49.1678,0
331,9609.1276,13000.2197,50.6325,-2.8551,49.4193,0
332,9608.0728,12999.9038,50.6271,-2.8551,49.6910,0
333,9607.0124,12999.5861,50.6210,-2.8553,49.9429,0
334,9605.9463,12999.2670,50.6145,-2.8553,50.2099,0
335,9604.8748,12998.9462,50.6071,-2.8554,50.4491,0
336,9603.7978,12998.6239,50.5988,-2.8555,50.7178,0
337,9602.7159,12998.3001,50.5902,-2.8557,50.9279,0
338,9601.6288,12997.9750,50.5815,-2.8557,51.1655,0
339,9600.5371,12997.6486,50.5722,-2.8558,51.3917,0
340,9599.4406,12997.3208,50.5616,-2.8558,51.6107,0
341,9598.3396,12996.9916,50.5505,-2.8560,51.8191,0
342,9597.2338,12996.6614,50.5397,-2.8561,52.0391,0
343,9596.1234,12996.3299,50.5291,-2.8562,52.2531,0
344,9595.0084,12995.9975,50.5188,-2.8563,52.4664,0
345,9593.8890,12995.6638,50.5100,-2.8564,52.6651,0
346,9592.7651,12995.3292,50.5022,-2.8564,52.8661,0
347,9591.6375,12994.9930,50.4941,-2.8565,53.0413,0
348,9590.5062,12994.6558,50.4869,-2.8564,53.2024,0
349,9589.3717,12994.3172,50.4794,-2.8565,53.3522,0
350,9588.2336,12993.9776,50.4709,-2.8565,53.5199,0
351,9587.0923,12993.6370,50.4631,-2.8566,53.6721,0
352,9585.9474,12993.2957,50.4588,-2.8566,53.8268,0
353,9584.7991,12992.9535,50.4571,-2.8565,53.9947,0
354,9583.6474,12992.6102,50.4550,-2.8564,54.1624,0
355,9582.4923,12992.2658,50.4501,-2.8565,54.3172,0
356,9581.3346,12991.9206,50.4437,-2.8565,54.4091,0
357,9580.1752,12991.5748,50.4378,-2.8566,54.4683,0
358,9579.0150,12991.2291,50.4338,-2.8565,54.4856,0
359,9577.8543,12990.8832,50.4306,-2.8565,54.5109,0
360,9576.6934,12990.5372,50.4277,-2.8565,54.5062,0
361,9575.5324,12990.1916,50.4243,-2.8564,54.5061,0
